Id,Log File,SMILES,GAP_DFT(eV),HOMO_DFT(eV),LUMO_DFT(eV),Total Energy (eV),Electronic Energy (eV),Nuclear Repulsion Energy (eV),Gsolv (eV),Dipole (D),Hardness η (eV),Chemical Potential μ (eV),Electrophilicity ω (eV),MW,LogP,TPSA,HBA,HBD,Rotatable Bonds,Aromatic Rings,Heavy Atoms,QED,FractionCSP3
128397,gdb 128397_xtb1_opt.log,CNC=[NH+]C1=NC=N[N-]1,3.7153047862428163,-5.086667953082973,-1.3713631668401562,-727.3943024068869,-736.4708118924638,9.080177870866684,-0.9833184244097554,15.222,1.8576523931214082,3.2290155599615646,2.806375812041511,125.135,-2.606399999999999,65.88,2,2,2,1,9,0.3356501368097466,0.25
128407,gdb 128407_xtb1_opt.log,C[NH2+]CC1=C([O-])N=NO1,5.496392896114432,-6.215603443287556,-0.7192105471731238,-788.7074114705129,-795.9579851270427,7.251019925110818,-0.3906548377995056,7.255,2.748196448057216,3.46740699523034,2.1874184574890303,129.119,-2.163599999999999,78.59,4,1,2,1,9,0.492819872801444,0.5
128673,gdb 128673_xtb1_opt.log,COC1=NNC(=N)C=N1,3.894067128185407,-5.743773540515293,-1.8497064123298859,-744.3162316323571,-752.8740210385113,8.558060836246629,-0.3622045975387582,4.091,1.9470335640927035,3.7967399764225895,3.7018453904472746,126.11899999999999,-0.7072300000000002,74.65,4,2,1,1,9,0.5217272301824923,0.25
128675,gdb 128675_xtb1_opt.log,COC1=NNC(=N)N=C1,3.8283757639641762,-5.743013017025403,-1.9146372530612266,-744.1829038524082,-752.7387552582893,8.556187944602547,-0.38216545429692456,5.695,1.9141878819820881,3.8288251350433145,3.8292745588691997,126.11899999999999,-0.7072300000000002,74.65,4,2,1,1,9,0.5217272301824923,0.25
128978,gdb 128978_xtb1_opt.log,N1C=CC2=CN=CC2=N1,3.4675543251197216,-5.23975582980594,-1.7722015046862185,-656.2985664657916,-666.362285075643,10.063945267798548,-0.37657399322694013,7.035,1.7337771625598608,3.5059786672460795,3.544828793636911,119.127,0.9094999999999999,41.57,2,1,0,0,9,0.5596120928940227,0.0
128982,gdb 128982_xtb1_opt.log,N1C=NC2=CN=CC2=N1,3.4009949154640107,-5.683943343845473,-2.2829484283814625,-663.5969237118261,-672.8691519776538,9.272460093421435,-0.3789499327846147,6.368,1.7004974577320053,3.9834458861134676,4.66564682453499,120.11499999999998,0.3044999999999998,54.46,3,1,0,0,9,0.5437608707231925,0.0
128999,gdb 128999_xtb1_opt.log,N1N=CC2=CN=CC2=N1,3.6950113976141266,-5.846800031876838,-2.1517886342627115,-663.2638341829952,-672.4435390726771,9.179846223580077,-0.35325924971169936,4.181,1.8475056988070633,3.9992943330697748,4.328634865064717,120.115,0.3044999999999998,54.46,3,1,0,0,9,0.5437608707231925,0.0
129006,gdb 129006_xtb1_opt.log,N1N=CN=C2C=NC=C12,3.0558974633915628,-5.788955027714352,-2.7330575643227895,-663.5813607570996,-672.8620413626177,9.28087305788251,-0.34483427947826717,4.345,1.5279487316957814,4.261006296018571,5.941355975523935,120.11499999999998,0.3044999999999998,54.46,3,1,0,0,9,0.5437608707231925,0.0
129015,gdb 129015_xtb1_opt.log,N1N=NC2=CN=CC2=N1,3.574808540502713,-6.29462192285827,-2.7198133823555573,-669.7932440997361,-678.0072924750024,8.214259869614327,-0.36838742755197473,4.049,1.7874042702513564,4.507217652606913,5.68282489476053,121.10299999999998,-0.3005000000000002,67.35,4,1,0,0,9,0.5191793138081944,0.0
129018,gdb 129018_xtb1_opt.log,N1N=NC=C2C=CC=C12,3.6963905396389762,-5.594514129766899,-1.8981235901279225,-655.8512522445686,-665.869838015063,10.018765004111646,-0.318610200803019,2.829,1.8481952698194881,3.7463188599474107,3.796921577926245,119.12699999999997,0.9095,41.57,2,1,0,0,9,0.5596120928940226,0.0
129020,gdb 129020_xtb1_opt.log,N1N=NC=C2C=NC=C12,3.4152623505251865,-5.911604577050455,-2.4963422265252686,-663.1186937136225,-672.2641843901403,9.145693793514084,-0.3466619823436735,2.311,1.7076311752625932,4.203973401787862,5.174827157925967,120.11499999999998,0.30450000000000005,54.46,3,1,0,0,9,0.5437608707231925,0.0
129053,gdb 129053_xtb1_opt.log,N=C1C=CON=NC1=O,4.389910056751702,-6.961720640552724,-2.5718105838010223,-731.1289225690546,-739.2196634221928,8.091159395466624,-0.38430932035162646,5.84,2.194955028375851,4.766765612176873,5.175972652670944,125.087,-1.09073,79.84,5,1,0,1,9,0.4773413014387305,0.0
129156,gdb 129156_xtb1_opt.log,N=C1N=NON=CC1=O,4.602946596836315,-7.340058351037086,-2.7371117542007704,-737.1418958534497,-744.3512702179983,7.209592314389746,-0.34298204211972916,3.141,2.3014732984181574,5.038585052618928,5.515453807333773,126.07499999999999,-1.6957300000000004,92.72999999999999,6,1,0,1,9,0.44704132172323857,0.0
129170,gdb 129170_xtb1_opt.log,N=C1NC2=C(N1)N=NO2,4.703592672807377,-5.4202088006856695,-0.7166161278782924,-723.4832718117004,-731.1878161417491,7.70499429401766,-0.37855136682444956,4.007,2.3517963364036887,3.068412464281981,2.001694386801888,125.09100000000001,-0.6415300000000004,94.35,4,3,0,2,9,0.43661634889384854,0.0
129175,gdb 129175_xtb1_opt.log,N=C1NC2=C(O1)N=NO2,5.062331493154922,-6.10230175475526,-1.0399702616003383,-740.348857690376,-747.2160222638311,6.867553198061861,-0.371372905449075,5.715,2.531165746577461,3.571136008177799,2.519197410550488,126.075,-0.3766300000000002,91.7,5,2,0,2,9,0.5029831805130869,0.0
129177,gdb 129177_xtb1_opt.log,N=C1NC2=C(ON=N2)O1,4.939972274861742,-6.0593013667495175,-1.1193290918877752,-740.2777337222985,-747.0957473919527,6.818432156634758,-0.35354035323423044,4.134,2.469986137430871,3.5893152293186463,2.60794658321829,126.075,-0.3766300000000002,91.7,5,2,0,2,9,0.5029831805130869,0.0
129188,gdb 129188_xtb1_opt.log,N=C1NN=C(C=N1)C#C,3.8914660159676155,-6.225331290210454,-2.333865274242838,-661.8697621876083,-672.9384212494975,11.06886623177658,-0.37296863538479147,4.194,1.9457330079838078,4.279598282226646,4.706442605970755,120.11499999999998,-0.7345300000000001,65.42,3,2,0,1,9,0.4429355171331954,0.0
129200,gdb 129200_xtb1_opt.log,N=C1NN=CC(=N1)C#C,3.8085706856981707,-6.27914139990629,-2.4705707142081197,-661.8848472121905,-672.9440921673521,11.05948149527757,-0.37629082158464877,4.123,1.9042853428490853,4.374856057057205,5.025340764145898,120.11499999999998,-0.7345300000000003,65.42,3,2,0,1,9,0.4429355171331954,0.0
129201,gdb 129201_xtb1_opt.log,N=C1NN=CC(=N1)C#N,3.70572594544704,-6.856309779839618,-3.1505838343925783,-669.9143669880647,-680.1295671574168,10.21550047126935,-0.4001855676022787,5.892,1.85286297272352,5.003446807116099,6.755620982279694,121.103,-0.8441500000000004,89.21000000000001,4,2,0,1,9,0.4683837456417499,0.0
129204,gdb 129204_xtb1_opt.log,N=C1NN=CC(C=O)=C1,3.653680751727068,-6.213702876624482,-2.5600221248974138,-708.3257480391139,-717.725375998948,9.399870040650784,-0.3710806318702737,2.67,1.826840375863534,4.386862500760948,5.267171356305784,123.11499999999997,-0.29833000000000043,69.6,3,2,1,1,9,0.5032047253335237,0.0
129205,gdb 129205_xtb1_opt.log,N=C1NN=CC(C=O)=N1,3.5266434165355784,-6.602568441966753,-3.0759250254311743,-715.4641365971524,-724.1194108514114,8.655557682803911,-0.3816787592290272,3.82,1.7633217082677892,4.839246733698964,6.640396032049427,124.10299999999998,-0.9033300000000004,82.49,4,2,1,1,9,0.4755579227487542,0.0
129208,gdb 129208_xtb1_opt.log,N=C1NN=CC=C1C=O,3.5958958192982253,-6.224863005924629,-2.6289671866264035,-708.3992121893281,-717.7772620511329,9.378534941087834,-0.38741104564355217,4.99,1.7979479096491127,4.426915096275517,5.449984719929046,123.11499999999997,-0.29833000000000043,69.6,3,2,1,1,9,0.5032047253335237,0.0
129214,gdb 129214_xtb1_opt.log,N=C1NN=CN=C1C#C,3.774921305969872,-6.179595107531478,-2.404673801561606,-661.9723450183249,-672.9965508874824,11.024342924663845,-0.344248947408235,1.546,1.887460652984936,4.292134454546542,4.880212508475685,120.11499999999998,-0.7345300000000003,65.42,3,2,0,1,9,0.4429355171331954,0.0
129215,gdb 129215_xtb1_opt.log,N=C1NN=CN=C1C#N,3.7170770822665387,-6.822742029551072,-3.105664947284533,-670.0142918025402,-680.2009591720686,10.186880603201088,-0.38883119177079545,6.036,1.8585385411332693,4.964203488417803,6.629756588042796,121.103,-0.8441500000000004,89.21000000000001,4,2,0,1,9,0.4683837456417499,0.0
129216,gdb 129216_xtb1_opt.log,N=C1NN=CN=C1C=O,3.529633491784574,-6.634019301280673,-3.1043858094960988,-715.4965996231205,-724.1166198255346,8.620454217408813,-0.3887446882440527,5.813,1.764816745892287,4.8692025553883855,6.717165841888447,124.10299999999998,-0.9033300000000004,82.49000000000001,4,2,1,1,9,0.4755579227487542,0.0
129243,gdb 129243_xtb1_opt.log,N=C1OC2=C(O1)N=NO2,5.378292004629131,-6.792002826597116,-1.413710821967985,-757.2573251321287,-763.3421462574024,6.08503809629416,-0.2808764811753326,2.836,2.6891460023145655,4.102856824282551,3.1298847489264716,127.059,-0.11173000000000005,89.05,6,1,0,2,9,0.5327173732433056,0.0
129291,gdb 129291_xtb1_opt.log,N=C1ON=CC(C=O)=N1,3.864092314144369,-7.4964071876278195,-3.6323148734834505,-731.7282064431308,-739.6383131055173,7.910243877133907,-0.33005764651359404,1.091,1.9320461570721845,5.564361030555635,8.012777946590584,125.08699999999997,-0.63843,79.84,5,1,1,1,9,0.5060821196617263,0.0
129305,gdb 129305_xtb1_opt.log,N=C1ON=CN=C1C=O,3.56904277082084,-7.187928778433522,-3.6188860076126823,-731.6332544556263,-739.4740080288959,7.840950851219576,-0.3292804252460487,2.206,1.78452138541042,5.403407393023103,8.180572027233447,125.08699999999997,-0.6384299999999998,79.84,5,1,1,1,9,0.5060821196617263,0.0
129336,gdb 129336_xtb1_opt.log,N=C1[N-]N=C(NC=[NH2+])O1,2.5756972630843267,-4.189500594145249,-1.6138033310609223,-751.6629520293292,-759.7271586738841,8.071621737177168,-0.9022440626564959,14.252,1.2878486315421633,2.901651962603086,3.268856256032248,127.107,-2.6894299999999998,101.60000000000001,3,3,2,1,9,0.29714918853261935,0.0
129337,gdb 129337_xtb1_opt.log,N=C1[N-]C(NC=[NH2+])=NO1,2.2942133751395217,-4.31707264471797,-2.0228592695784484,-751.4319102991197,-759.6357026446539,8.215323196401382,-1.002368382415504,15.849,1.1471066875697609,3.169965957148209,4.3800128960835885,127.107,-2.6894299999999998,101.60000000000001,3,3,2,1,9,0.29714918853261935,0.0
129387,gdb 129387_xtb1_opt.log,NC(=[NH2+])C1=N[N-]C(=N)O1,3.4574546466303215,-4.908830727735294,-1.4513760811049727,-751.9046578356506,-760.2452234438923,8.346073637678312,-0.7948132590802722,12.682,1.7287273233151608,3.1801034044201337,2.925000816036976,127.107,-3.4243300000000003,115.58999999999999,3,3,1,1,9,0.26877133625316196,0.0
129393,gdb 129393_xtb1_opt.log,NC(=[NH2+])C1=NOC(=N)[N-]1,2.379533856825724,-4.3485030405832585,-1.9689691837575345,-751.417917724882,-759.8636468892958,8.451828356694554,-1.0337140373891467,14.677,1.189766928412862,3.1587361121703967,4.193095970334038,127.107,-3.4243300000000003,115.59,3,3,1,1,9,0.26877133625316196,0.0
129401,gdb 129401_xtb1_opt.log,NC(=[NH2+])N1C=C([O-])C=N1,2.983513395378136,-3.9541431202103117,-0.9706297248321759,-744.1095778430537,-753.2205168819008,9.117413286967563,-0.989355356304638,15.557,1.491756697689068,2.4623864225212437,2.032284119524957,126.11899999999997,-3.1214000000000004,92.49,3,2,0,1,9,0.2842740925686097,0.0
129643,gdb 129643_xtb1_opt.log,NC1=C(N)C(=N)N=NO1,3.8419060175219633,-5.355426965736484,-1.5135209482145209,-749.972157393935,-758.1115842363708,8.141025372287142,-0.45635046814092933,8.168,1.9209530087609816,3.4344739569755025,3.0702498466506367,127.107,-1.28653,114.81,6,3,0,1,9,0.4008786011127545,0.0
129736,gdb 129736_xtb1_opt.log,NC1=C(O)ON=NC1=N,3.871791684532192,-5.684948855011515,-1.8131571704793235,-767.3542502624983,-774.7500081951948,7.397793338166529,-0.40038599782800155,5.143,1.935895842266096,3.7490530127454194,3.6302052480061944,128.091,-1.1631300000000002,109.02000000000001,6,3,0,1,9,0.4078069582334274,0.0
129860,gdb 129860_xtb1_opt.log,NC1=CC2=C(N1)ON=N2,4.859668552076153,-5.111486003056022,-0.25181745097986946,-715.8908636762209,-724.162823644391,8.273067912106155,-0.43685009013060433,8.306,2.4298342760380764,2.681651727017946,1.4797832214186861,124.10300000000001,0.13309999999999994,80.73,4,2,0,2,9,0.5227484935461767,0.0
129868,gdb 129868_xtb1_opt.log,NC1=CC2=C(ON=N2)O1,4.874290531669522,-5.469818979689151,-0.5955284480196295,-732.8732750994284,-740.2457596625968,7.3733539184066705,-0.3870986004275626,7.125,2.437145265834761,3.03267371385439,1.886861235485941,125.087,0.398,78.08,5,1,0,2,9,0.5508022927825966,0.0
129915,gdb 129915_xtb1_opt.log,NC1=CNC2=C1N=NO2,4.869299388091607,-5.294496212822285,-0.42519682473067816,-715.7961117146626,-724.0778133636537,8.282303556931357,-0.38735488455375044,6.149,2.4346496940458033,2.8598465187764814,1.679650696968829,124.10300000000001,0.13310000000000005,80.73,4,2,0,2,9,0.5227484935461767,0.0
129940,gdb 129940_xtb1_opt.log,NC1=COC2=C1N=NO2,5.004429573483831,-5.821868244572505,-0.8174386710886737,-732.7624105984264,-740.1117139014657,7.350047679401959,-0.3605584196525804,5.536,2.5022147867419156,3.319653457830589,2.2020689707528347,125.087,0.398,78.08,5,1,0,2,9,0.5508022927825966,0.0
129994,gdb 129994_xtb1_opt.log,NC1=[NH+]C2=C(C1)C=N[N-]2,3.430772538010845,-4.644357267022829,-1.2135847290119843,-691.4883011746348,-700.8974139729222,9.411231820754825,-0.7645618997095199,14.631,1.7153862690054225,2.9289709980174066,2.5005654009930645,122.131,-2.3358,66.98,2,2,0,1,9,0.4051318011250038,0.2
129996,gdb 129996_xtb1_opt.log,NC1=[NH+]C2=C(C1)N=N[N-]2,3.520084996753609,-5.077533207616384,-1.5574482108627752,-698.7064145773021,-707.1539545051126,8.450089980863726,-0.9196874016822415,16.269,1.7600424983768046,3.31749070923958,3.126556493959934,123.11900000000001,-2.9408000000000003,79.87,3,2,0,1,9,0.3865280229929402,0.25
129999,gdb 129999_xtb1_opt.log,NC1=NC2=C(C1)ON=N2,4.744653580349441,-5.651751319943268,-0.9070977395938278,-715.7523736886667,-723.5547484914506,7.803316483028964,-0.4778340139780345,9.185,2.3723267901747205,3.279424529768548,2.266682923067186,124.103,-0.38560000000000016,77.3,5,1,0,1,9,0.5107268863721626,0.25
130009,gdb 130009_xtb1_opt.log,NC1=NC2=C(ON=N2)O1,5.168231236692162,-5.933819541760973,-0.7655883050688101,-740.6876742271296,-747.4594568279557,6.772568420347428,-0.4340263468886966,7.663,2.584115618346081,3.3497039234148915,2.171055407676112,126.07499999999999,-0.20700000000000007,90.97,6,1,0,2,9,0.5248119832450603,0.0
130182,gdb 130182_xtb1_opt.log,NC1=NNC2=C1N=NO2,5.226885797276223,-6.048916918734622,-0.8220311214583993,-722.9598640624822,-730.4624514206747,7.50328657979077,-0.3908449801076704,4.086,2.6134428986381115,3.4354740200965104,2.258033215286329,125.091,-0.4719000000000004,93.62,5,2,0,2,9,0.4959023485397677,0.0
130355,gdb 130355_xtb1_opt.log,NC=[NH+]C1=C([O-])C=NN1,2.8899739346670774,-3.766700185515717,-0.8767262508486399,-743.8511618659716,-752.7614210870929,8.918015760746025,-0.8130965803945641,12.962,1.4449869673335387,2.3217132181821785,1.8651906174035482,126.11899999999999,-2.8176000000000005,91.72999999999999,2,3,1,1,9,0.2797975141667856,0.0
130356,gdb 130356_xtb1_opt.log,NC=[NH+]C1=C(O)N=N[N-]1,3.523275161174732,-4.894650757698851,-1.3713755965241183,-751.4577416954263,-759.4396362553279,7.985426466076586,-0.9638658368315102,14.507,1.761637580587366,3.1330131771114846,2.7859792718208873,127.107,-3.1615000000000006,100.1,3,3,1,1,9,0.27287775709009776,0.0
130357,gdb 130357_xtb1_opt.log,NC=[NH+]C1=C([O-])ON=C1,3.271281371291612,-4.60533928383634,-1.3340579125447285,-761.3131288895898,-769.7132199428826,8.405841823884856,-0.869261633561879,15.061,1.635640685645806,2.969698598190534,2.6959190491806404,127.10299999999998,-2.5526999999999997,89.08,3,2,1,1,9,0.32074114314145635,0.0
130358,gdb 130358_xtb1_opt.log,NC=[NH+]C1=C([O-])ON=N1,3.567336394939029,-4.951230361083863,-1.3838939661448337,-768.6341771625795,-776.1066610897883,7.478493023597329,-0.9448604709947968,14.533,1.7836681974695145,3.1675621636143485,2.812588707528576,128.09099999999998,-3.1577,101.97,4,2,1,1,9,0.30679743432614826,0.0
130366,gdb 130366_xtb1_opt.log,NC=[NH+]C1=NC(O)=N[N-]1,3.065900355173231,-4.5968371154158945,-1.5309367602426636,-752.3174440461148,-760.4590824797451,8.146647107221375,-1.0287543691368966,15.3,1.5329501775866154,3.0638869378292792,3.0618748427231472,127.107,-3.1615000000000006,100.1,3,3,1,1,9,0.27287775709009776,0.0
130370,gdb 130370_xtb1_opt.log,NC=[NH+]C1=N[N-]C(=N)O1,2.1793916934816275,-3.973557833735176,-1.7941661402535485,-751.4525209454629,-759.5986679982408,8.152503719274893,-1.0416224349970593,16.759,1.0896958467408138,2.8838619869943622,3.816046461453204,127.107,-3.18963,103.97000000000001,3,3,1,1,9,0.2728883813940361,0.0
130374,gdb 130374_xtb1_opt.log,NC=[NH+]C1=NNC=C1[O-],2.4456843832246595,-3.579802420087039,-1.1341180368623793,-743.997119262786,-753.0009631131421,9.011574282288597,-0.794427337434849,10.248,1.2228421916123298,2.3569602284747093,2.271454794705311,126.11899999999999,-2.8176000000000005,91.73,2,3,1,1,9,0.2797975141667856,0.0
130377,gdb 130377_xtb1_opt.log,NC=[NH+]C1=NOC(=N)[N-]1,1.6420614499599147,-3.9397540942454112,-2.2976926442854966,-751.2857260905321,-759.6691200407063,8.38829330025327,-1.2567636998494645,18.211,0.8210307249799573,3.118723369265454,5.923307836159178,127.107,-3.18963,103.97,3,3,1,1,9,0.2728883813940361,0.0
130382,gdb 130382_xtb1_opt.log,NC=[NH+]C1=NOC([O-])=C1,1.8476628341043235,-4.0150984303089405,-2.167435596204617,-761.0862556896732,-769.4775964454016,8.396327631584244,-1.277802221318882,20.351,0.9238314170521618,3.091267013256779,5.171902346502433,127.10299999999998,-2.5527000000000006,89.08000000000001,3,2,1,1,9,0.32074114314145635,0.0
130383,gdb 130383_xtb1_opt.log,NC=[NH+]C1=NOC=C1[O-],2.16084049408395,-3.9894987112424216,-1.8286582171584715,-760.5434456327424,-768.6363007513079,8.100947833312993,-0.8983851340443051,12.729,1.080420247041975,2.9090784642004466,3.9164100885949273,127.10299999999998,-2.5527000000000006,89.08000000000001,3,2,1,1,9,0.32074114314145635,0.0
130386,gdb 130386_xtb1_opt.log,[NH3+]CC#CC1=CN=N[N-]1,5.65959464562718,-6.419892702954682,-0.7602980573275011,-690.0065636495316,-700.7660859265476,10.759706973237352,-0.3859527274928456,6.06,2.82979732281359,3.5900953801410918,2.2773335628318856,122.131,-1.9727999999999997,67.52000000000001,2,1,0,1,9,0.4056397505678966,0.2
130387,gdb 130387_xtb1_opt.log,[NH3+]CC#CC1=NC=N[N-]1,3.204615457952433,-4.709393883294342,-1.5047784253419092,-689.1071643668314,-699.5231743171215,10.433361331212305,-1.7943232578329285,24.453,1.6023077289762164,3.1070861543181256,3.0125250586302004,122.131,-1.9727999999999997,67.52000000000001,2,1,0,1,9,0.4056397505678966,0.2
130404,gdb 130404_xtb1_opt.log,NC1=NOC(C[NH3+])=C1[O-],6.033648417506949,-5.547535582236316,0.48611283527063337,-789.0812845763411,-797.0903031623119,8.009663951310879,-0.3716484648421842,3.717,3.0168242087534747,2.5307113734828413,1.0614639124965277,129.119,-1.9277000000000006,102.75,4,2,1,1,9,0.460558560157285,0.25
130482,gdb 130482_xtb1_opt.log,O1C=CC2=CC=CC2=N1,3.5981899858777755,-5.518334955726047,-1.9201449698482713,-665.1396138427403,-675.1782495171311,10.038748544961484,-0.26850656656706123,2.447,1.7990949929388877,3.7192399627871593,3.844362291897865,119.12299999999998,1.7793999999999996,26.03,2,0,0,0,9,0.5279104464426179,0.0
130484,gdb 130484_xtb1_opt.log,O1C=CC2=CN=CC2=N1,3.3861165821616876,-5.885437886016881,-2.499321303855193,-672.3871963117439,-681.5683209231643,9.181208234322616,-0.28761369248389446,3.847,1.6930582910808438,4.192379594936037,5.190620653945573,120.11099999999999,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130487,gdb 130487_xtb1_opt.log,O1C=NC2=CC=CC2=N1,3.6458085788641794,-5.959850042549216,-2.3140414636850366,-672.5702848260289,-681.8658183500542,9.29567003228342,-0.27443979769298454,0.881,1.8229042894320897,4.136945753117127,4.694245403735829,120.11099999999998,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130489,gdb 130489_xtb1_opt.log,O1C=NC2=CN=CC2=N1,3.4492203581011527,-6.383066281463966,-2.9338459233628136,-679.7341700709924,-688.1966338471345,8.462545630059395,-0.2838530302275495,2.102,1.7246101790505763,4.65845610241339,6.291628543575974,121.09899999999999,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130506,gdb 130506_xtb1_opt.log,O1N=CC2=CC=CC2=N1,3.844290043366322,-6.2715722510131835,-2.4272822076468614,-671.4933509129855,-680.6796071354744,9.186502058395192,-0.2819031918315537,3.714,1.922145021683161,4.349427229330022,4.92093910964948,120.11099999999998,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130508,gdb 130508_xtb1_opt.log,O1N=CC2=CN=CC2=N1,3.692355774260291,-6.6664950544747255,-2.9741392802144344,-678.6834213183829,-687.0242872202697,8.341013001306122,-0.2845009789621801,1.593,1.8461778871301455,4.82031716734458,6.292854484871994,121.09899999999999,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130511,gdb 130511_xtb1_opt.log,O1N=CC=C2C=CC=C12,3.2877750067170526,-5.601152111430447,-2.3133771047133944,-665.1368471741289,-675.137400779014,10.000725897694233,-0.26682313139537256,2.326,1.6438875033585263,3.9572646080719207,4.763082372213651,119.12299999999998,1.7794,26.03,2,0,0,0,9,0.5279104464426179,0.0
130512,gdb 130512_xtb1_opt.log,O1N=CC=C2C=CN=C12,3.717229963904511,-6.373734251035571,-2.65650428713106,-672.772884993362,-681.9387501070789,9.166046342636307,-0.29046390848596004,4.5,1.8586149819522555,4.515119269083315,5.484272485696324,120.11099999999999,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130513,gdb 130513_xtb1_opt.log,O1N=CC=C2C=NC=C12,3.0155948740338476,-5.931823345521156,-2.9162284714873086,-672.3791374298922,-681.5079359548929,9.128947849168561,-0.28972574021050046,3.892,1.5077974370169238,4.424025908504232,6.490263465972789,120.11099999999999,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130516,gdb 130516_xtb1_opt.log,O1N=CN=C2C=CC=C12,3.1593551383119953,-6.056057793258078,-2.8967026549460826,-672.3754386695662,-681.5772683150835,9.201980990429828,-0.2727156777168133,1.755,1.5796775691559977,4.47638022410208,6.342427183237853,120.11099999999996,1.1743999999999999,38.92,3,0,0,0,9,0.5235084149930749,0.0
130517,gdb 130517_xtb1_opt.log,O1N=CN=C2C=CN=C12,3.617577399733172,-6.899184436430444,-3.2816070366972716,-679.947159278537,-688.3112545586918,8.364225123283184,-0.2845334428804093,2.094,1.808788699866586,5.090395736563858,7.162840180486186,121.09899999999998,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130518,gdb 130518_xtb1_opt.log,O1N=CN=C2C=NC=C12,2.8674902892241767,-6.419768723146985,-3.5522784339228086,-679.4912480671472,-687.8419434805628,8.350800944122955,-0.279362146209593,1.566,1.4337451446120884,4.986023578534897,8.669752507664858,121.09899999999998,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130519,gdb 130519_xtb1_opt.log,O1N=CN=C2N=CC=C12,3.7696362509182353,-6.992448750320146,-3.2228124994019107,-679.9513168641654,-688.3328303391272,8.381614776856606,-0.28988538470471004,2.241,1.8848181254591176,5.107630624861028,6.920532609389985,121.09899999999998,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130534,gdb 130534_xtb1_opt.log,O1N=NC=C2C=CC=C12,3.2638170692525703,-6.001749732427402,-2.7379326631748313,-672.021117987116,-681.194157211271,9.173256972849641,-0.2780893635610321,3.182,1.6319085346262852,4.369841197801117,5.850668615558428,120.11099999999998,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
130535,gdb 130535_xtb1_opt.log,O1N=NC=C2C=CN=C12,3.647834964528045,-6.750555285831656,-3.1027203213036114,-679.6124807550783,-687.997406708653,8.385188505244887,-0.2919684049301817,3.923,1.8239174822640225,4.926637803567634,6.653744010779827,121.09899999999999,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130536,gdb 130536_xtb1_opt.log,O1N=NC=C2C=NC=C12,3.0082994302933517,-6.365289223754414,-3.356989793461062,-679.1959387780943,-687.5017797615305,8.30600645761623,-0.2846999760458354,1.736,1.5041497151466758,4.861139508607738,7.85516131944444,121.09899999999999,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130537,gdb 130537_xtb1_opt.log,O1N=NC=C2N=CC=C12,3.8627234982468672,-6.918121645967841,-3.055398147720974,-679.5621071151843,-687.9083030327496,8.346348873391985,-0.2800537185511849,1.639,1.9313617491234336,4.986759896844408,6.437886190938108,121.09899999999999,0.5693999999999999,51.81,4,0,0,0,9,0.5108709218656609,0.0
130538,gdb 130538_xtb1_opt.log,O1N=NC=C2N=CN=C12,4.365343571955535,-7.8099152210132665,-3.444571649057732,-687.2095723159485,-694.8155138320028,7.606130301031318,-0.2971095633855091,1.698,2.1826717859777673,5.627243435035499,7.2539235813150045,122.087,-0.035600000000000076,64.7,5,0,0,0,9,0.49029574312426183,0.0
130589,gdb 130589_xtb1_opt.log,O=C1C=CC2=C1NN=C2,3.5907895222220834,-6.2118077962473945,-2.621018274025311,-673.2749942039362,-682.7020048005937,9.427135214220229,-0.3351873835610787,1.885,1.7953947611110417,4.416413035136353,5.431870616814161,120.111,0.6192,45.75,2,1,0,1,9,0.5450731866706039,0.0
130590,gdb 130590_xtb1_opt.log,O=C1C=CC2=C1NN=N2,3.620798230691652,-6.627894108264768,-3.007095877573116,-680.1125283410324,-688.5874336469262,8.475048458383355,-0.35378164187307864,0.924,1.810399115345826,4.817494992918942,6.40970761918589,121.09900000000002,0.01419999999999999,58.64,3,1,0,1,9,0.5257437435150236,0.0
130591,gdb 130591_xtb1_opt.log,O=C1C=CC2=C1ON=C2,3.553524166883329,-6.717405524725422,-3.163881357842093,-689.4408315051409,-697.9462594231886,8.505589683288514,-0.31502670252033343,4.632,1.7767620834416644,4.940643441283758,6.869225160021728,121.095,0.8841,43.1,3,0,0,1,9,0.5113863878448772,0.0
130667,gdb 130667_xtb1_opt.log,O=C1N=NOC=C1C#N,4.688473504906009,-7.934510131718904,-3.246036626812895,-703.1474257708833,-711.8168571828768,8.669739463006023,-0.38447772402772756,5.057,2.3442367524530043,5.590273379265899,6.6655290729973915,123.07099999999998,-0.69852,79.78,5,0,0,1,9,0.45535633591947317,0.0
