smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%),PCA1,PCA2,PCA3,tSNE1,tSNE2,Cluster
gdb 26877,CC1=C(O)N=CC(=N)N1,-4.990568196068,-9.7155,-4.91552537348471,-1.4802993994879998,-7.5192,-1.320817848172785,3.51026879658,2.196351037511,3.594707525311925,26877,0.3905681960679999,2.213670112989405,0.06243288394195948,3.7197006005120006,0.0,0.0,7.302776993171973,-7.240344109230013,-7.302776993171973,-3.029683078505172,-0.5789260575149268,0.9251592307583607,-10.630095,-14.084917,1
gdb 26878,CC1=C(O)N=CC(=N)O1,-5.589218688508,-10.16,-5.551073852014942,-1.989152318062,-8.1741,-1.8580452194516364,3.600066370446,1.985895154714,3.6930286325633057,26878,0.9892186885079999,1.6841246151458826,0.1203012542360771,3.210847681938,0.0,0.0,6.914515367324627,-6.79421411308855,-6.914515367324627,-0.8328062676293584,-0.5122251266022487,0.9143883725177963,-3.2022896,-17.41814,1
gdb 26880,CC1=C(O)N=CC(=O)O1,-6.06813908246,-10.7791,-6.0798224384607895,-2.27215073267,-8.5658,-2.168485842738001,3.79598834979,2.213330113984,3.9113365957227884,26880,1.4681390824600002,0.9055194410888519,0.09599941751135027,2.92784926733,0.0,0.0,6.1574575087690615,-6.061458091257712,-6.1574575087690615,1.6595759787935525,0.4625176982797267,0.9899969408678008,10.631965,-10.328984,0
gdb 26905,NC1=C(O)N=CC(=N)O1,-5.009616166282,-9.7245,-4.803612567967485,-1.5129530627119998,-7.629,-1.42748500593751,3.49666310357,2.095494008102,3.376127562029975,26905,0.4096161662820002,2.3059080077031666,0.06820601640998478,3.6870469372880006,0.0,0.0,6.8453175919291445,-6.77711157551916,-6.8453175919291445,-2.5363113181256347,-0.5852642788557152,0.5899901994145516,-8.919987,-15.262318,1
gdb 26907,NC1=C(O)N=CC(=O)O1,-5.357921907338,-10.2096,-5.223703512247316,-1.7687400913,-7.9562,-1.6836860038443158,3.59190295464,2.253381656801,3.5400175084030003,26907,0.7579219073379997,1.7270009649701545,0.09451933548450103,3.4312599087000004,0.0,0.0,6.135094501140047,-6.040575165655547,-6.135094501140047,-0.8360418823403294,0.28627440334698767,0.3596384223683202,-2.3850102,-14.507262,1
gdb 26912,NC1=C(O)OC(=N)C=N1,-5.053154383914,-10.0306,-5.218095621460868,-1.5864238049659998,-7.9022,-1.5577728863050473,3.4667305789480003,2.128374855155,3.6603227351558205,26912,0.4531543839140005,2.5211784690797954,0.08249989475751887,3.6135761950340006,0.0,0.0,6.807192020203572,-6.724692125446053,-6.807192020203572,-2.0347621216558616,-0.2899835999572751,0.6159079228754385,-7.5376625,-15.2414875,1
gdb 26915,NC1=C(O)OC(=O)C=N1,-5.431392649592,-10.4636,-5.617559453605955,-1.942892961828,-8.3182,-1.9595535764892356,3.491220826366,2.145427824339,3.65800587711672,26915,0.8313926495920005,2.3437664304222854,0.14070972987104108,3.257107038172,0.0,0.0,6.0936049083798665,-5.952895178508825,-6.0936049083798665,0.3906494707948898,-0.02052261247528819,0.2916444144771597,7.6223893,-13.55963,0
gdb 26921,OC1=C(O)N=CC(=N)N1,-4.919818592415999,-9.7644,-4.850746545374493,-1.295261974552,-7.5405,-1.25127325026122,3.624556617864,2.223875301562,3.599473295113273,26921,0.31981859241599936,1.5612427541935827,0.03605601805010552,3.904738025448,0.0,0.0,7.116081001492553,-7.080024983442447,-7.116081001492553,-3.103878289093713,-0.3451933478808646,1.105412444368933,-11.056848,-14.264993,1
gdb 26922,OC1=C(O)N=CC(=N)O1,-5.36064304594,-10.3783,-5.356429873492339,-1.78234578431,-8.2272,-1.8205366756758306,3.57829726163,2.151106608198,3.5358931978165087,26922,0.76064304594,1.8006726190219757,0.09890523497021403,3.4176542156900003,0.0,0.0,6.681777771986848,-6.582872537016634,-6.681777771986848,-1.055557263066314,-0.2360175348183399,0.7735811749878903,-3.642299,-15.580184,1
gdb 27294,CC1=CC(=[NH2+])C([O-])=CO1,-4.821857602744,-9.4988,-4.761798333564502,-1.161926183054,-7.2535,-1.148130903967419,3.662652558292,2.245269443613,3.6136674295970828,27294,0.2218576027440003,1.3862557704463547,0.022208606135762164,4.038073816946,0.0,0.0,7.545868090732948,-7.523659484597186,-7.545868090732948,-3.920075834721748,-0.545177258732848,1.4189728873668463,-12.795504,-12.441377,1
gdb 27431,NC1=CC(=N)C=NC=N1,-5.79602522226,-10.0175,-5.744446274442376,-2.09527672354,-7.9677,-1.7515310103827673,3.703469637322,2.049811418632,3.992915264059609,27431,1.19602522226,1.2187921505691306,0.10526248198220883,3.10472327646,0.0,0.0,7.034057379158947,-6.928794897176738,-7.034057379158947,-0.728081113865578,-0.27101361022213083,1.1697012302722092,-3.6201794,-17.796104,1
gdb 27438,NC1=CC(=O)N=CC=N1,-6.296714725028,-10.2916,-6.1310896479168155,-2.522495484054,-8.5713,-2.2834718900761866,3.771498102372,1.720278769087,3.847617757840629,27438,1.6967147250280001,0.9803092538672686,0.12010899977410128,2.677504515946,0.0,0.0,6.396630585692138,-6.276521585918037,-6.396630585692138,1.8214941135068796,-0.2239913838514906,0.9789134082273143,10.622449,-9.014001,0
gdb 28830,NC1=CC=CC(=O)C=N1,-5.698064232588,-10.0339,-5.575965552600306,-2.02724825849,-7.9242,-1.725719238603428,3.670815974098,2.109713881563,3.850246313996878,28830,1.0980642325880001,1.351170627847177,0.10713751290397135,3.1727517415100004,0.0,0.0,6.8012059932978435,-6.694068480393872,-6.8012059932978435,-0.765436889716377,-0.14331394106267736,0.9249228904714031,-3.2972786,-16.922108,1
gdb 28836,NC1=CN=CC(=N)C=N1,-5.581055272702,-9.7086,-5.406528283567499,-1.989152318062,-8.113,-2.020032891396043,3.59190295464,1.595547160029,3.3864953921714562,28836,0.9810552727019999,1.7270009649701545,0.12234597199471908,3.210847681938,0.0,0.0,7.034057379158947,-6.911711407164228,-7.034057379158947,-1.078703687005485,-1.3135685218925466,0.9248813502303727,-4.597982,-18.929455,1
gdb 28839,NC1=CN=CC(=O)C=N1,-5.970178092788,-10.091,-5.832939495540763,-2.370111722342,-8.1521,-2.012908363407433,3.6027875090479995,1.938935986934,3.82003113213333,28839,1.3701780927880003,1.6700491904340695,0.16523798939881476,2.829888277658,0.0,0.0,6.440672893384445,-6.27543490398563,-6.440672893384445,0.9359823958739788,-0.22021365932315343,0.5468370160334881,9.198756,-10.729405,0
gdb 28851,OC1=CC=CC(=O)C=N1,-6.23140739858,-10.5121,-6.177671252266044,-2.443582464596,-8.4322,-2.118190281200751,3.787824933984,2.07988801071,4.059480971065293,28851,1.6314073985800002,0.9298459552739311,0.10954108870200187,2.756417535404,0.0,0.0,6.670742124153676,-6.561201035451674,-6.670742124153676,1.4187065259316218,0.15330137216118464,1.207684238375956,10.125254,-8.206806,0
gdb 29051,NC1=CN=CC=NC1=N,-5.760650420434,-9.7384,-5.617840914156303,-2.242218208048,-8.0378,-1.937254791333699,3.5211533509879995,1.700646503155,3.6805861228226036,29051,1.1606504204339998,2.1422989178266127,0.17954988058028595,2.957781791952,0.0,0.0,7.034224243064272,-6.854674362483986,-7.034224243064272,-0.6555394840458725,-1.0379154835327087,0.6755902908243863,-3.139097,-19.467089,1
gdb 29052,NC1=CN=CC=NC1=O,-6.212359428366,-10.1404,-5.983606983114776,-2.508889791044,-8.2335,-2.0057971909241115,3.703469637322,1.906845900607,3.9778097921906648,29052,1.6123594283659999,1.2187921505691306,0.14190416064681075,2.691110208956,0.0,0.0,6.358065201076753,-6.2161610404299426,-6.358065201076753,1.4442953730377777,0.03317980566465812,0.7071076616916734,9.746988,-9.5568,0
gdb 29053,NC1=CN=CN=CC1=N,-5.679016262374,-9.8098,-5.50295229954734,-2.084392169132,-7.9289,-1.794949132510049,3.594624093242,1.880827652851,3.7080031670372913,29053,1.0790162623739998,1.7125997726568625,0.1334404480046158,3.115607830868,0.0,0.0,7.025344953123444,-6.891904505118828,-7.025344953123444,-0.9836388647298436,-0.7422380686928776,0.8656450031380943,-4.1412096,-18.306147,1
gdb 29054,NC1=CN=CN=CC1=O,-6.103513884286,-10.2475,-5.875952568368361,-2.359227167934,-8.301,-2.0594729053879384,3.747007854954,1.946521102081,3.8164796629804227,29054,1.5035138842860005,1.060731214543386,0.1151639126122089,2.8407728320660004,0.0,0.0,6.388026739538292,-6.272862826926083,-6.388026739538292,1.2305619888239259,-0.07493810165330628,0.8843631126517922,9.544694,-10.185242,0
gdb 29144,CC1=NC(N)=COC1=N,-5.311662551104,-9.7884,-5.116446181419194,-1.534722171528,-7.6048,-1.4764369818501444,3.776940379576,2.183547278145,3.64000919956905,29144,0.711662551104,0.9632154049268533,0.04949953874037548,3.665277828472,0.0,0.0,6.909147724879289,-6.859648186138913,-6.909147724879289,-2.0920113552115556,-0.16139516195829387,1.2301373603558297,-7.2873545,-14.332961,1
gdb 29558,CC1=COC=C([O-])C1=[NH2+],-4.91165517661,-9.5691,-4.86326655456489,-1.213627816492,-7.3442,-1.2081291210410707,3.698027360118,2.224876860439,3.6551374335238194,29558,0.31165517661000025,1.2399969399499469,0.02790606345965594,3.986372183508,0.0,0.0,7.546224629194486,-7.51831856573483,-7.546224629194486,-3.674280480875012,-0.5168988259908583,1.5024387643242028,-12.284391,-12.688838,1
gdb 29564,NC1=COC=C([O-])C1=[NH2+],-4.895328344998,-9.4487,-4.850926375958701,-1.295261974552,-7.3708,-1.3019684624470733,3.600066370446,2.077955811054,3.548957913511628,29564,0.29532834499800026,1.6841246151458826,0.03591558745044574,3.904738025448,0.0,0.0,7.48798979896586,-7.452074211515415,-7.48798979896586,-3.587984121316521,-0.7901274385462139,1.2479512048589867,-12.446147,-13.349243,1
gdb 29822,CN1C=C(N)N=CC1=O,-5.262682056268,-9.8304,-5.086192023207268,-1.532001032926,-7.6272,-1.485275925145475,3.730681023342,2.203236378573,3.6009160980617927,29822,0.662682056268,1.117659676175806,0.053483326681574093,3.6679989670740003,0.0,0.0,6.748308859963717,-6.694825533282143,-6.748308859963717,-1.9970331403586943,-0.0921125122149995,1.0370805951696231,-6.832887,-14.684897,1
gdb 29825,CN1C=C(O)N=CC1=N,-5.023221859292,-9.7413,-5.0108374574410774,-1.4802993994879998,-7.5716,-1.376849385468529,3.545643598406,2.169620369371,3.6339880719725484,29825,0.4232218592919999,1.9892761822061256,0.060794850209048124,3.7197006005120006,0.0,0.0,7.217653541014374,-7.1568586908053256,-7.217653541014374,-2.8374314717711067,-0.48782943952874497,0.966262003461253,-9.939982,-14.108586,1
gdb 30457,CN=C1NC=C(O)C=N1,-5.004173889078,-9.7073,-4.968890380099991,-1.425876627448,-7.5924,-1.3872029783079447,3.57829726163,2.114875894013,3.581687401792046,30457,0.4041738890780005,1.8006726190219757,0.05255410363830252,3.7741233725520003,0.0,0.0,7.243032527881165,-7.190478424242863,-7.243032527881165,-2.932841566544296,-0.5643150144138529,1.0630009610185316,-10.294436,-13.694558,1
gdb 30458,CN=C1NC=C(O)N=C1,-4.96607794865,-9.5686,-4.932455056660621,-1.61907746819,-7.6304,-1.5140843647955655,3.34700048046,1.938214008428,3.4183706918650554,30458,0.36607794864999993,3.575342572934545,0.09451371814962183,3.58092253181,0.0,0.0,7.308018268969345,-7.2135045508197235,-7.308018268969345,-2.892715984498652,-1.1212405368373988,0.5461599957862545,-10.607485,-15.429856,1
gdb 30464,CN=C1OC=C(N)N=C1,-5.311662551104,-9.6793,-5.099176465218273,-1.665336824424,-7.9298,-1.8469581674808562,3.64632572668,1.749500864889,3.2522182977374166,30464,0.711662551104,1.4589330085109447,0.07497441445081973,3.534663175576,0.0,0.0,7.0646163927967365,-6.989641978345917,-7.0646163927967365,-1.9152292731469789,-1.1718184858434444,1.0858648780311964,-7.6296334,-16.793922,1
gdb 30466,CN=C1OC=C(O)N=C1,-5.651804876353999,-9.9418,-5.610122055651464,-1.923844991614,-8.2824,-2.0300095870062007,3.72795988474,1.659365690972,3.5801124686452637,30466,1.0518048763539996,1.127415450229061,0.08562937639453776,3.2761550083860005,0.0,0.0,6.953913000460721,-6.8682836240661835,-6.953913000460721,-0.7798234374338715,-0.9230080561312037,1.2714689802190269,-3.498345,-18.531485,1
gdb 30538,NC=[NH+]C1=CC=C([O-])O1,-4.53069577233,-8.7106,-3.7238194924322703,-1.6381254384039998,-7.0815,-1.0096165393007974,2.8925703339260003,1.629122840128,2.7142029531314726,30538,0.0,12.039809646605612,0.0,3.5618745615960004,0.0,0.0,7.6462331188039165,-7.6462331188039165,-7.6462331188039165,-4.970588600638008,-1.9659897641288484,-0.6613609857205623,-24.147482,-0.27970314,1
gdb 30540,NC=[NH+]C1=CN=C(O)[N-]1,-4.253139634926,-8.9265,-4.111941149960918,-1.366011578204,-6.9398,-0.94849115176855,2.887128056722,1.98670547527,3.1634499981923683,30540,0.0,12.203072259006715,0.0,3.8339884217959996,0.0,0.0,7.897542586259538,-7.897542586259538,-7.897542586259538,-5.4259135597485075,-1.3890301835258558,-0.32393714794695916,-23.569885,0.08800449,1
gdb 30546,NC=[NH+]C1=C[N-]C(=N)O1,-4.525253495126,-8.7434,-3.7764256857258838,-1.7469709824839998,-7.1932,-1.101844659022084,2.778282512642,1.550179138721,2.6745810267038,30546,0.0,15.890846845966824,0.0,3.453029017516,0.0,0.0,7.979543769691491,-7.979543769691491,-7.979543769691491,-5.1096677055887225,-2.3963449858778607,-0.7509327107511942,-24.474188,-0.399959,1
gdb 30549,NC=[NH+]C1=COC(=O)[N-]1,-4.201438001488,-9.1,-4.177296493147456,-1.52383761712,-7.5598,-1.5700354385336004,2.677600384368,1.540280743997,2.607261054613856,30549,0.0,20.10485495300856,0.0,3.6761623828800003,0.0,0.0,7.5158190472306,-7.5158190472306,-7.5158190472306,-4.629742744617505,-2.151881028774466,-1.0756739610406765,-24.618723,0.5208819,1
gdb 30552,NC=[NH+]C1=COC([O-])=N1,-4.195995724284,-9.1001,-4.177353716597098,-1.953777516236,-7.5598,-1.5702119474047602,2.24493934665,1.540248780637,2.6071417691923378,30552,0.0,50.0464547710689,0.0,3.246222483764,0.0,0.0,7.318453662615214,-7.318453662615214,-7.318453662615214,-4.416508484254507,-2.4218773657135295,-2.9419990083989926,-26.45025,1.071699,1
gdb 30706,CC1=C(C[NH3+])OC=C1[O-],-4.92526086962,-7.5595,-2.969487036284388,-2.827263007478,-5.0945,-0.940298240738882,2.100719000744,2.464995325627,2.029188795545506,30706,0.32526086961999995,65.45235772854934,1.5373074551422559,2.3727369925220003,0.0,0.0,7.619212279138768,-6.0819048239965126,-7.619212279138768,-4.881352171601829,-2.602080840550426,-6.4694388342784555,-28.551865,6.0830374,1
gdb 30762,NC1=COC(C[NH3+])=C1[O-],-5.801467499464,-9.5072,-4.874231070234691,-2.087113307734,-5.2739,0.9968341380587908,3.71435419173,4.233306403908,5.871065208293482,30762,1.2014674994639998,1.1773746219737515,0.10214810563582694,3.112886692266,0.0,0.0,7.547357790631765,-7.445209684995938,-7.547357790631765,-4.2111154307058145,5.075964395537112,0.359710810213886,-11.504626,27.93303,2
gdb 31171,NC1=COC([O-])=C1C[NH3+],-5.205538145626,-9.4329,-4.56629971917617,-1.542885587334,-5.0338,1.445198988090267,3.65993141969,4.399076353479,6.011498707266437,31171,0.6055381456260001,1.3981343826783799,0.06113558068422156,3.657114412666,0.0,0.0,7.506020427994401,-7.444884847310179,-7.506020427994401,-5.548251600852569,5.436728433096148,0.34245263908599727,-12.124427,28.287977,2
gdb 32344,CNC1=CNC(=O)C=N1,-5.151115373585999,-9.6995,-4.964303501053472,-1.532001032926,-7.67,-1.5006673595329243,3.61911434066,2.029472751576,3.4636361415205474,32344,0.5511153735859995,1.5878214583693946,0.06318992094184231,3.6679989670740003,0.0,0.0,6.8962100138098705,-6.833020092868028,-6.8962100138098705,-2.3125732197200044,-0.5331549152279003,0.8891179233435846,-8.25625,-14.978243,1
gdb 32347,CNC1=COC(=N)C=N1,-5.34703735293,-9.7738,-5.1334169013573145,-1.752413259688,-7.9001,-1.6626180267580437,3.594624093242,1.873688808725,3.4707988745992706,32347,0.7470373529300003,1.7125997726568625,0.09238507567239013,3.4475867403120004,0.0,0.0,7.16215748097685,-7.06977240530446,-7.16215748097685,-1.926800711187589,-0.9371476524107796,1.0050222764012036,-7.253016,-16.54456,1
gdb 32350,CNC1=COC(=O)C=N1,-5.684458539578,-10.1361,-5.460674154270717,-2.141536079774,-8.2892,-2.048819875853507,3.542922459804,1.8469192449,3.41185427841721,32350,1.0844585395780004,2.0057749745528928,0.15707200249554956,3.058463920226,0.0,0.0,6.543999110706751,-6.386927108211201,-6.543999110706751,-0.2132305333651441,-0.6614757391765729,0.46758972575018537,-1.0514567,-17.750132,1
gdb 32352,COC1=CNC(=N)C=N1,-5.009616166282,-9.7746,-4.993929140521868,-1.534722171528,-7.6126,-1.4157564807362422,3.4748939947540003,2.161960880668,3.5781726597856265,32352,0.4096161662820002,2.4607375087298893,0.0727856889088444,3.665277828472,0.0,0.0,7.2056850607141865,-7.132899371805342,-7.2056850607141865,-2.777565039708022,-0.5868890647782156,0.7962622441515901,-9.91774,-14.677162,1
gdb 32357,COC1=COC(=N)C=N1,-5.640920321946,-10.4586,-5.585193299313819,-1.978267763654,-8.2851,-1.9490031794288083,3.65993141969,2.173541373454,3.6361901198850113,32357,1.0409203219460001,1.3981343826783799,0.10509208839748309,3.221732236346,0.0,0.0,6.826006491584982,-6.720914403187499,-6.826006491584982,-0.5586937302348213,-0.2513839409765292,1.0179432855199857,-2.4280038,-16.913889,1
gdb 32360,COC1=COC(=O)C=N1,-6.130725270306,-10.9609,-6.120878495200981,-2.364669445138,-8.7605,-2.3688581424996262,3.766055825168,2.200392280102,3.7520203527013547,32360,1.530725270306,0.9976811543354851,0.11027895440492108,2.8353305548620003,0.0,0.0,6.149592124153678,-6.039313169748756,-6.149592124153678,1.9954063580828953,0.3204709976628949,0.9247218332339078,11.253353,-10.175448,0
gdb 32866,C[NH2+]CC1=CC([O-])=CO1,-5.175605621004,-7.6597,-2.753077246576705,-2.985089046394,-5.1637,-0.5333337788755703,2.19051657461,2.496004176394,2.219743467701135,32866,0.5756056210040004,55.49629966284114,2.3067082666597876,2.214910953606,0.0,0.0,7.751074866551356,-5.444366599891568,-7.751074866551356,-4.3625188211100845,-2.382105034509326,-6.974135056265716,-28.575315,6.249516,1
gdb 34480,C#CC1=C2CC3C2N3C1,-5.657247153558,-9.4705,-5.511116795973888,-1.872143358176,-7.6579,-1.9919053732869376,3.785103795382,1.812613845565,3.5192114226869506,34480,1.0572471535580001,0.9380872659757545,0.07161819716785955,3.327856641824,0.0,0.0,6.255749906823931,-6.1841317096560715,-6.255749906823931,-0.6142545297033524,-0.23916804443418468,0.7715662068247842,-0.9304184,-15.360109,1
gdb 36993,C1=C2C3C4C1C1C2C3N41,-5.061317799719999,-8.865,-4.859500065053406,-2.24493934665,-8.3816,-2.5399710098700443,2.81637845307,0.483374073029,2.3195290551833616,36993,0.4613177997199996,14.504775956376992,0.48318657154069466,2.9550606533500003,0.0,0.0,8.098019599211376,-7.614833027670682,-8.098019599211376,-2.8377429131369762,-4.1141259205791405,-0.8401886818475243,-25.79993,-7.2346554,1
gdb 36994,C1=C2C3C4C1C1C4C3C21,-4.979683641659999,-8.7466,-4.799046063828045,-1.85037424936,-8.0648,-2.1506178697903593,3.1293093923,0.681820160331,2.6484281940376855,36994,0.3796836416599996,6.538850835215799,0.17927797406478363,3.3496257506400005,0.0,0.0,8.284704101224156,-8.105426127159372,-8.284704101224156,-3.66294874227675,-3.6069455417198992,0.49417748961333313,-24.772486,-9.259218,1
gdb 37079,C1C2=CC3C=C1C1C2N31,-5.624593490334,-9.7704,-5.768396975111555,-3.352442757664,-8.1095,-2.0695858992940326,2.27215073267,1.660930940463,3.6988110758175226,37079,1.0245934903340002,47.48045357615459,3.512934647472515,1.847557242336,0.0,0.0,7.995833439669366,-4.482898792196851,-7.995833439669366,1.2757309381849367,-2.922949498642668,-6.471165395920263,23.593788,-14.733767,0
gdb 37080,C1C2=CC3C=C1C1C3C21,-5.268124333472,-9.3161,-5.179374452029784,-2.97964676919,-7.3431,-1.3539838312224477,2.288477564282,1.972986546169,3.8253906208073367,37080,0.6681243334719997,45.990442714315655,2.2188528348008116,2.2203532308100002,0.0,0.0,6.5246508972702415,-4.30579806246943,-6.5246508972702415,0.07295113815086923,-1.030925955312656,-6.027889715699316,23.465046,-14.276449,1
gdb 37081,C1C2=CC3N=C1N1C3C21,-5.896707350534,-9.8181,-5.625837327590549,-3.039511818434,-6.8909,-0.7934891677130214,2.8571955321,2.927182739736,4.832348159877528,37081,1.2967073505340003,13.135447172090918,1.2299584881148045,2.160488181566,0.0,0.0,4.580375551212452,-3.3504170630976473,-4.580375551212452,2.47753164722054,2.556584368948103,-4.111536427005885,27.43985,-7.653539,0
gdb 37493,C1C2C3C1C1C=C3CC21,-5.096692601546,-8.7921,-4.8580699026455,-1.806836031728,-7.9302,-1.9673637373049575,3.287135431216,0.861846124591,2.890706165340543,37493,0.49669260154599987,4.238139708175578,0.1520080469517966,3.3931639682720003,0.0,0.0,8.764506396709288,-8.612498349757491,-8.764506396709288,-4.002100853100009,-3.50028299461787,1.1929692225656687,-23.726286,-10.019366,1
gdb 37495,C1C2C3C1N1CC3=CC21,-5.202817007024,-8.9423,-5.027761565421472,-2.209564544824,-8.2452,-2.3737373311080505,2.9932524622,0.69707612481,2.6540242343134217,37495,0.6028170070239998,9.34147993333813,0.40663504131009387,2.990435455176,0.0,0.0,8.657821582190367,-8.251186540880273,-8.657821582190367,-3.1723960249733416,-3.9344085382831,0.10613598841641708,-24.97823,-8.177935,1
gdb 37496,C1C2C3N1C1C=C3CC21,-5.37424873895,-9.0763,-5.130304051566549,-1.997315733868,-8.1536,-2.188645867127565,3.376933005082,0.922771174875,2.941658184438984,37496,0.7742487389500006,3.280114463781706,0.18338893357644853,3.202684266132,0.0,0.0,8.657821582190367,-8.474432648613918,-8.657821582190367,-3.1559748280756645,-3.261341206113808,1.3076897551584605,-22.93334,-9.087197,1
gdb 37497,C1C2C3N1C1CC3=CC21,-5.148394234984,-8.9086,-4.988481565063835,-1.828605140544,-7.9638,-2.0167008770065618,3.31978909444,0.944798647389,2.9717806880572732,37497,0.5483942349840001,3.8641550337138684,0.15302100225059714,3.371394859456,0.0,0.0,8.657821582190367,-8.50480057993977,-8.657821582190367,-3.7390168540211968,-3.256553838829836,1.2175365754652192,-23.257372,-9.785967,1
gdb 37498,N1C2C3C1C1N=C3OC21,-5.472209728622,-9.5968,-5.518799524923832,-1.75513439829,-7.2015,-1.299763841114786,3.717075330332,2.39529854153,4.219035683809046,37498,0.8722097286220005,1.1672235487294504,0.07351544433318474,3.44486560171,0.0,0.0,8.387620167440703,-8.31410472310752,-8.387620167440703,-3.281401554668262,-0.31511757799824863,1.9126754280756706,-14.893252,-6.9822636,1
gdb 37499,O1C2C3C1C1N=C3OC21,-5.929361013758,-9.9484,-5.688112288383645,-3.132030530902,-7.5939,-1.4673548512359185,2.797330482856,2.354451197275,4.220757437147727,37499,1.3293610137580003,15.184360543261038,1.4576157906265583,2.067969469098,0.0,0.0,8.128533979307933,-6.670918188681375,-8.128533979307933,-0.22230593206396357,-0.9267398638591711,-2.1879813636783725,18.663528,-12.350893,1
gdb 37750,C1C2C3C=C4C=CC13C24,-4.636820177808,-9.1766,-5.01754936020847,-1.376896132612,-7.473,-1.4690958566373393,3.259924045196,1.703519518328,3.548453503571131,37750,0.03682017780799979,4.5741064163684815,0.012161741405440206,3.8231038673880002,0.0,0.0,8.742392549946512,-8.730230808541071,-8.742392549946512,-4.981379277592135,-2.1256279094799218,1.3999372380137556,-21.884981,-10.888442,1
gdb 37751,C1N2C3C=C4C=CC13C24,-4.650425870818,-9.2652,-5.063292830089246,-1.561933557548,-7.7871,-1.8027188914025674,3.08849231327,1.478117316028,3.2605739386866786,37751,0.05042587081800037,7.289515100895781,0.02654334586317378,3.638066442452,0.0,0.0,8.61830228244832,-8.591758936585148,-8.61830228244832,-4.511105812024381,-2.5978109801279965,0.9345936857508373,-22.154747,-10.693239,1
gdb 37992,C1C2C=C3C=C1C1C3N21,-4.511647802116,-9.4346,-5.207195995125057,-3.488499687764,-7.9857,-2.1005403694460445,1.023148114352,1.44890947874,3.106655625679012,37992,0.0,276.64804330161655,0.0,1.711500312236,0.0,0.0,6.839002820300433,-6.839002820300433,-6.839002820300433,-3.476928443813438,-3.929195016469846,-11.983218966822687,-30.925238,2.5824077,1
gdb 41211,C1CC23CC4(CCC24)C13,-4.95247225564,-9.1874,-5.57193234929678,-1.167368460258,-3.4023,1.8253467727081951,3.785103795382,5.785084169258,7.397279122004975,41211,0.35247225564000023,0.9380872659757545,0.023876562273705746,4.032631539742,0.0,0.0,8.145605897625993,-8.121729335352287,-8.145605897625993,-7.134001827487272,7.449516675447439,1.0315378005917175,-13.334097,28.97676,2
gdb 41213,C1CC23CC4(COC24)C13,-5.061317799719999,-9.6176,-5.82948200118704,-1.338800192184,-4.0616,1.2042235277901765,3.722517607536,5.555971328316,7.033705528977217,41213,0.4613177997199996,1.1471613848286955,0.03821451487470643,3.861199807816,0.0,0.0,8.689901404112717,-8.651686889238011,-8.689901404112717,-6.718163329310268,6.494828705154715,1.3915840823618002,-13.3704195,28.681738,2
gdb 41215,C1CC23CC4(OCC24)C13,-4.936145424028,-9.7451,-6.023827169072422,-1.4966262311,-4.3076,1.288233684274213,3.439519192928,5.437488539097,7.312060853346635,41215,0.33614542402800024,2.7324501370105034,0.06632588723084092,3.7033737688999997,0.0,0.0,8.692162810094867,-8.625836922864027,-8.692162810094867,-6.6031405436697455,6.497857408284222,0.8638669643859487,-13.603544,28.48321,2
gdb 42212,O=C(C#N)C1=NCCN1,-6.778356257582,-10.5842,-6.497225175255158,-3.036790679832,-9.3098,-3.0189915836277597,3.74156557775,1.274343814422,3.4782335916273985,42212,2.178356257582,1.0794050437001892,0.16979190061962596,2.1632093201680003,0.0,0.0,6.3357979483295,-6.166006047709874,-6.3357979483295,3.5845645139308027,-0.6550401323718807,0.8217782740557974,20.622074,-2.3927932,0
gdb 42744,O=C1C2NC(C=C2)C1=O,-5.760650420434,-10.5764,-6.049092455177494,-2.024527119888,-8.8782,-1.9065592094842223,3.736123300546,1.698224846197,4.142533245693271,42744,1.1606504204339998,1.0983797581892687,0.09205716007865158,3.1754728801120002,0.0,0.0,7.828013291069665,-7.735956130991013,-7.828013291069665,-1.0515017853074626,-0.4508351170170805,1.91571262888564,-12.3595495,-5.3108635,1
gdb 43128,O=C1C2CCC(N2)C1=O,-5.9157553207480005,-10.4185,-5.913482516791076,-2.266708455466,-8.9897,-2.3442882537732466,3.64632572668,1.428780526768,3.5691942630178293,43128,1.3157553207480006,1.4589330085109447,0.1386162368394958,2.933291544534,0.0,0.0,6.2930549250649594,-6.154438688225464,-6.2930549250649594,1.4791748195595475,-0.7308983756549079,0.7755966335371823,10.432389,-11.865679,0
gdb 43129,O=C1C2CCC(O2)C1=O,-6.228686259978,-10.9764,-6.2548160569375195,-2.470793850616,-9.392,-2.610604986361204,3.757892409362,1.584381900957,3.6442110705763153,43129,1.6286862599779999,1.0242691988607229,0.12046341334949731,2.7292061493840003,0.0,0.0,7.823457258692877,-7.7029938453433795,-7.823457258692877,1.0864230077211368,-1.0407239791414389,1.9989131337725796,8.761793,1.57311,0
