smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,Approx Gap,Hardness (η),Chemical Potential (μ),Electrophilicity (ω),Gap Δ (Real - Approx)
gdb 24770,O=C1C=CC2=NC=CN12,-6.307599279436,-11.0109,-6.283122727844319,-2.704811770388,-9.1697,-2.7617809542974876,3.6027875090479995,1.841158819204,3.521341773546831,24770,0.5254273050958984,0.2627136525479492,-0.2627136525479492,0.1313568262739746,2.9959144684509327
gdb 24846,N=C1NC(=N)N=CC=N1,-6.699443238124,-10.6724,-6.633666146934508,-2.955156521772,-9.0378,-2.7187352591374556,3.744286716352,1.634628741989,3.9149308877970523,24846,-0.41685929935135274,-0.20842964967567637,0.20842964967567637,-0.10421482483783819,4.331790187148405
gdb 24871,N=C1NC(=CC=N1)C#N,-6.334810665456,-10.5321,-6.366469433616619,-2.68032152297,-8.7163,-2.6579052076387324,3.654489142486,1.815783246376,3.708564225977887,24871,0.12811088869705461,0.06405544434852731,-0.06405544434852731,0.032027722174263654,3.5804533372808325
gdb 24872,N=C1NC(=CN=C1)C#C,-5.698064232588,-10.125,-5.69146938571593,-1.94561410043,-7.8099,-1.8879687347802947,3.749728993556,2.315095083567,3.8035006509356353,24872,0.16478579083849448,0.08239289541924724,-0.08239289541924724,0.04119644770962362,3.638714860097141
gdb 24873,N=C1NC(=CN=C1)C#N,-6.323926111047999,-10.5408,-6.320422558105062,-2.574197117492,-8.5855,-2.511741988993237,3.749728993556,1.955311150331,3.8086805691118255,24873,0.12811088869705461,0.06405544434852731,-0.06405544434852731,0.032027722174263654,3.680569680414771
gdb 25164,N=C1NC=CN=C1C#N,-6.236849675784,-10.508,-6.209645720659313,-2.566033701686,-8.4792,-2.4334408521648676,3.670815974098,2.028845551206,3.776204868494445,25164,0.12811088869705461,0.06405544434852731,-0.06405544434852731,0.032027722174263654,3.6480939797973906
gdb 25197,N=C1NC=CN=CC1=O,-6.266782200406,-10.3037,-6.025657265097987,-2.636783305338,-8.2771,-2.0787832407327524,3.629998895068,2.026593418168,3.9468740243652345,25197,-0.13723394783913984,-0.06861697391956992,0.06861697391956992,-0.03430848695978496,4.084107972204374
gdb 25304,O=CC(=O)N1C=CC=C1,-6.329368388252,-10.9837,-6.378473291573404,-2.77556137404,-9.2069,-2.595781085329346,3.5538070142119995,1.776783549955,3.782692206244058,25304,0.36278119016780896,0.18139059508390448,-0.18139059508390448,0.09069529754195224,3.419911016076249
gdb 25305,O=CC(=O)N1C=CN=C1,-6.91169204908,-11.1236,-6.89542558383241,-3.126588253698,-9.5765,-3.0134720923222287,3.785103795382,1.547088771019,3.8819534915101817,25305,0.052071193476467104,0.026035596738233552,-0.026035596738233552,0.013017798369116776,3.8298822980337146
gdb 25328,N=C1C=C(NC=N1)C=O,-6.220522844172,-10.0579,-6.23185278785185,-2.459909296208,-8.8597,-2.5511356564437446,3.760613547964,1.198276463907,3.6807171314081057,25328,0.1024373626667619,0.05121868133338095,-0.05121868133338095,0.025609340666690475,3.5782797687413437
gdb 25330,N=C1C=CNC(C=O)=N1,-6.046369973644,-9.9547,-6.061467998596244,-2.47623612782,-8.8977,-2.4495144915409677,3.5701338458240004,1.05701392965,3.6119535070552766,25330,0.10243736266676193,0.051218681333380964,-0.051218681333380964,0.025609340666690482,3.5095161443885146
gdb 25340,N=C1OC=CC(C=O)=C1,-6.307599279436,-10.9362,-6.26265435695095,-2.51705320685,-8.8492,-2.5226024477566376,3.790546072586,2.087006587205,3.7400519091943125,25340,0.56320353510836,0.28160176755418,-0.28160176755418,0.14080088377709,3.1768483740859526
gdb 25341,N=C1OC=CC(C=O)=N1,-6.753866010164,-11.0329,-6.744683841476258,-3.036790679832,-9.3915,-2.9819546414463223,3.71435419173,1.641463304534,3.7627292000299355,25341,0.25037246043155714,0.12518623021577857,-0.12518623021577857,0.06259311510788929,3.5123567395983786
gdb 25382,N=C1NC(C=O)=CN=C1,-6.103513884286,-10.4591,-6.126113681042146,-2.718417463398,-8.9767,-2.719115711917451,3.385096420888,1.482412207821,3.406997969124695,25382,0.10243736266676179,0.051218681333380894,-0.051218681333380894,0.025609340666690447,3.3045606064579336
gdb 25383,N=C1NC(C=O)=NC=C1,-6.253176507396,-10.5844,-6.259191382074569,-2.672158107164,-9.0299,-2.7116807497448696,3.581018400232,1.554476817507,3.547510632329699,25383,0.10243736266676168,0.05121868133338084,-0.05121868133338084,0.02560934066669042,3.4450732696629376
gdb 25384,N=C1NC(C=O)=NC=N1,-6.778356257582,-10.7077,-6.811144181809748,-3.107540283484,-9.5178,-3.1942433471683676,3.670815974098,1.189963789936,3.6169008346413807,25384,-0.2138860386256231,-0.10694301931281155,0.10694301931281155,-0.05347150965640578,3.830786873267004
gdb 25385,N=C1OC(C=O)=CC=C1,-6.342974081262,-10.8957,-6.244076213484335,-2.568754840288,-8.9747,-2.626515568223467,3.774219240974,1.921004095854,3.617560645260868,25385,0.56320353510836,0.28160176755418,-0.28160176755418,0.14080088377709,3.054357110152508
gdb 25386,N=C1OC(C=O)=CC=N1,-6.835500168223999,-11.0469,-6.787897358766949,-3.110261422086,-9.5171,-3.1491266919281204,3.725238746138,1.529831087446,3.638770666838828,25386,0.25037246043155714,0.12518623021577857,-0.12518623021577857,0.06259311510788929,3.3883982064072713
gdb 25400,N=C1NC=CN=C1C=O,-6.059975666654,-10.2987,-6.035994822164019,-2.416371078576,-8.6704,-2.463313146691637,3.643604588078,1.628347438852,3.5726816754723822,25400,0.1024373626667619,0.05121868133338095,-0.05121868133338095,0.025609340666690475,3.47024431280562
gdb 25531,[NH2+]=CNC1=COC(=O)[N-]1,-4.201438001488,-9.3039,-4.412195676402582,-1.52383761712,-7.4052,-1.4239283804409046,2.677600384368,1.898698214263,2.988267295961677,25531,-0.9275802195600701,-0.46379010978003504,0.46379010978003504,-0.23189505489001752,3.915847515521747
gdb 25821,NC(=[NH2+])C1=NC=C([O-])N1,-5.053154383914,-9.3018,-4.637117368711841,-1.311588806164,-7.1395,-0.972369394692171,3.74156557775,2.162387155668,3.6647479740196705,25821,-1.388746171732458,-0.694373085866229,0.694373085866229,-0.3471865429331145,5.053494145752128
gdb 25860,NC(=[NH2+])C1=CNC(=O)[N-]1,-4.302120129762,-8.8243,-4.081118840543311,-1.308867667562,-7.0633,-1.0581852571920263,2.9932524622,1.761030649007,3.022933583351285,25860,-1.4653986753374597,-0.7326993376687299,0.7326993376687299,-0.3663496688343649,4.488332258688745
gdb 26187,CC([NH3+])C1=CC([O-])=CO1,-4.971520225853999,-7.5921,-2.7905632911444065,-2.824541868876,-5.029,-0.8016655707116773,2.146978356978,2.563144792465,1.9888977204327292,26187,0.2748790519869544,0.1374395259934772,-0.1374395259934772,0.0687197629967386,1.7140186684457748
gdb 26539,CC1=C([O-])C(=[NH2+])C=CO1,-4.7619925535,-9.4264,-4.729956081424293,-1.175531876064,-7.259,-1.1540954096516556,3.586460677436,2.167366994058,3.575860671772637,26539,-0.5309877764976901,-0.26549388824884507,0.26549388824884507,-0.13274694412442253,4.106848448270327
gdb 26861,CC1=C(N)N=CC(=N)O1,-5.371527600347999,-9.7534,-5.066891082258798,-1.7769035071059998,-7.8296,-1.6858366619733394,3.594624093242,1.92381981107,3.3810544202854587,26861,0.37923541207555334,0.18961770603777667,-0.18961770603777667,0.09480885301888833,3.0018190082099054
gdb 26863,CC1=C(N)N=CC(=O)O1,-5.771534974842,-10.2113,-5.492398526405939,-2.049017367306,-8.1663,-1.9679996948147673,3.722517607536,2.045032563175,3.5243988315911716,26863,0.32655533270730674,0.16327766635365337,-0.16327766635365337,0.08163883317682669,3.1978434988838647
gdb 26877,CC1=C(O)N=CC(=N)N1,-4.990568196068,-9.7155,-4.91552537348471,-1.4802993994879998,-7.5192,-1.320817848172785,3.51026879658,2.196351037511,3.594707525311925,26877,0.27799466093248554,0.13899733046624277,-0.13899733046624277,0.06949866523312138,3.3167128643794395
gdb 26878,CC1=C(O)N=CC(=N)O1,-5.589218688508,-10.16,-5.551073852014942,-1.989152318062,-8.1741,-1.8580452194516364,3.600066370446,1.985895154714,3.6930286325633057,26878,0.44409099628755777,0.22204549814377889,-0.22204549814377889,0.11102274907188944,3.248937636275748
gdb 26880,CC1=C(O)N=CC(=O)O1,-6.06813908246,-10.7791,-6.0798224384607895,-2.27215073267,-8.5658,-2.168485842738001,3.79598834979,2.213330113984,3.9113365957227884,26880,0.39159881418035564,0.19579940709017782,-0.19579940709017782,0.09789970354508891,3.5197377815424327
gdb 26905,NC1=C(O)N=CC(=N)O1,-5.009616166282,-9.7245,-4.803612567967485,-1.5129530627119998,-7.629,-1.42748500593751,3.49666310357,2.095494008102,3.376127562029975,26905,-0.06160011411226035,-0.030800057056130176,0.030800057056130176,-0.015400028528065088,3.4377276761422353
gdb 26907,NC1=C(O)N=CC(=O)O1,-5.357921907338,-10.2096,-5.223703512247316,-1.7687400913,-7.9562,-1.6836860038443158,3.59190295464,2.253381656801,3.5400175084030003,26907,-0.0972553909882935,-0.04862769549414675,0.04862769549414675,-0.024313847747073375,3.6372728993912937
gdb 26912,NC1=C(O)OC(=N)C=N1,-5.053154383914,-10.0306,-5.218095621460868,-1.5864238049659998,-7.9022,-1.5577728863050473,3.4667305789480003,2.128374855155,3.6603227351558205,26912,-0.06160011411226035,-0.030800057056130176,0.030800057056130176,-0.015400028528065088,3.721922849268081
gdb 26915,NC1=C(O)OC(=O)C=N1,-5.431392649592,-10.4636,-5.617559453605955,-1.942892961828,-8.3182,-1.9595535764892356,3.491220826366,2.145427824339,3.65800587711672,26915,-0.0972553909882935,-0.04862769549414675,0.04862769549414675,-0.024313847747073375,3.7552612681050133
gdb 26921,OC1=C(O)N=CC(=N)N1,-4.919818592415999,-9.7644,-4.850746545374493,-1.295261974552,-7.5405,-1.25127325026122,3.624556617864,2.223875301562,3.599473295113273,26921,-0.16433300883707283,-0.08216650441853642,0.08216650441853642,-0.04108325220926821,3.763806303950346
gdb 26922,OC1=C(O)N=CC(=N)O1,-5.36064304594,-10.3783,-5.356429873492339,-1.78234578431,-8.2272,-1.8205366756758306,3.57829726163,2.151106608198,3.5358931978165087,26922,0.003440814646254009,0.0017204073231270045,-0.0017204073231270045,0.0008602036615635023,3.532452383170255
gdb 27294,CC1=CC(=[NH2+])C([O-])=CO1,-4.821857602744,-9.4988,-4.761798333564502,-1.161926183054,-7.2535,-1.148130903967419,3.662652558292,2.245269443613,3.6136674295970828,27294,-0.53098777649769,-0.265493888248845,0.265493888248845,-0.1327469441244225,4.144655206094773
gdb 27431,NC1=CC(=N)C=NC=N1,-5.79602522226,-10.0175,-5.744446274442376,-2.09527672354,-7.9677,-1.7515310103827673,3.703469637322,2.049811418632,3.992915264059609,27431,0.01336307130467529,0.006681535652337645,-0.006681535652337645,0.0033407678261688223,3.9795521927549338
gdb 27438,NC1=CC(=O)N=CC=N1,-6.296714725028,-10.2916,-6.1310896479168155,-2.522495484054,-8.5713,-2.2834718900761866,3.771498102372,1.720278769087,3.847617757840629,27438,-0.04015614100051257,-0.020078070500256284,0.020078070500256284,-0.010039035250128142,3.8877738988411417
gdb 28830,NC1=CC=CC(=O)C=N1,-5.698064232588,-10.0339,-5.575965552600306,-2.02724825849,-7.9242,-1.725719238603428,3.670815974098,2.109713881563,3.850246313996878,28830,0.27577425271126765,0.13788712635563383,-0.13788712635563383,0.06894356317781691,3.5744720612856105
gdb 28836,NC1=CN=CC(=N)C=N1,-5.581055272702,-9.7086,-5.406528283567499,-1.989152318062,-8.113,-2.020032891396043,3.59190295464,1.595547160029,3.3864953921714562,28836,0.01336307130467529,0.006681535652337645,-0.006681535652337645,0.0033407678261688223,3.373132320866781
gdb 28839,NC1=CN=CC(=O)C=N1,-5.970178092788,-10.091,-5.832939495540763,-2.370111722342,-8.1521,-2.012908363407433,3.6027875090479995,1.938935986934,3.82003113213333,28839,-0.04015614100051246,-0.02007807050025623,0.02007807050025623,-0.010039035250128114,3.8601872731338425
gdb 28851,OC1=CC=CC(=O)C=N1,-6.23140739858,-10.5121,-6.177671252266044,-2.443582464596,-8.4322,-2.118190281200751,3.787824933984,2.07988801071,4.059480971065293,28851,0.34056758224961653,0.17028379112480826,-0.17028379112480826,0.08514189556240413,3.7189133888156762
gdb 29051,NC1=CN=CC=NC1=N,-5.760650420434,-9.7384,-5.617840914156303,-2.242218208048,-8.0378,-1.937254791333699,3.5211533509879995,1.700646503155,3.6805861228226036,29051,0.013363071304675428,0.006681535652337714,-0.006681535652337714,0.003340767826168857,3.667223051517928
gdb 29052,NC1=CN=CC=NC1=O,-6.212359428366,-10.1404,-5.983606983114776,-2.508889791044,-8.2335,-2.0057971909241115,3.703469637322,1.906845900607,3.9778097921906648,29052,-0.040156141000512346,-0.020078070500256173,0.020078070500256173,-0.010039035250128087,4.017965933191177
gdb 29053,NC1=CN=CN=CC1=N,-5.679016262374,-9.8098,-5.50295229954734,-2.084392169132,-7.9289,-1.794949132510049,3.594624093242,1.880827652851,3.7080031670372913,29053,0.013363071304675428,0.006681535652337714,-0.006681535652337714,0.003340767826168857,3.6946400957326158
gdb 29054,NC1=CN=CN=CC1=O,-6.103513884286,-10.2475,-5.875952568368361,-2.359227167934,-8.301,-2.0594729053879384,3.747007854954,1.946521102081,3.8164796629804227,29054,-0.040156141000512346,-0.020078070500256173,0.020078070500256173,-0.010039035250128087,3.856635803980935
gdb 29144,CC1=NC(N)=COC1=N,-5.311662551104,-9.7884,-5.116446181419194,-1.534722171528,-7.6048,-1.4764369818501444,3.776940379576,2.183547278145,3.64000919956905,29144,0.37923541207555345,0.18961770603777672,-0.18961770603777672,0.09480885301888836,3.2607737874934966
gdb 29558,CC1=COC=C([O-])C1=[NH2+],-4.91165517661,-9.5691,-4.86326655456489,-1.213627816492,-7.3442,-1.2081291210410707,3.698027360118,2.224876860439,3.6551374335238194,29558,-0.5309877764976899,-0.26549388824884496,0.26549388824884496,-0.13274694412442248,4.186125210021509
gdb 29564,NC1=COC=C([O-])C1=[NH2+],-4.895328344998,-9.4487,-4.850926375958701,-1.295261974552,-7.3708,-1.3019684624470733,3.600066370446,2.077955811054,3.548957913511628,29564,-0.9995425011828692,-0.4997712505914346,0.4997712505914346,-0.2498856252957173,4.548500414694497
gdb 29822,CN1C=C(N)N=CC1=O,-5.262682056268,-9.8304,-5.086192023207268,-1.532001032926,-7.6272,-1.485275925145475,3.730681023342,2.203236378573,3.6009160980617927,29822,0.031983901446478696,0.015991950723239348,-0.015991950723239348,0.007995975361619674,3.568932196615314
gdb 29825,CN1C=C(O)N=CC1=N,-5.023221859292,-9.7413,-5.0108374574410774,-1.4802993994879998,-7.5716,-1.376849385468529,3.545643598406,2.169620369371,3.6339880719725484,29825,0.15032315541061195,0.07516157770530597,-0.07516157770530597,0.03758078885265299,3.483664916561936
gdb 30457,CN=C1NC=C(O)C=N1,-5.004173889078,-9.7073,-4.968890380099991,-1.425876627448,-7.5924,-1.3872029783079447,3.57829726163,2.114875894013,3.581687401792046,30457,0.17155839805415046,0.08577919902707523,-0.08577919902707523,0.042889599513537616,3.4101290037378953
gdb 30458,CN=C1NC=C(O)N=C1,-4.96607794865,-9.5686,-4.932455056660621,-1.61907746819,-7.6304,-1.5140843647955655,3.34700048046,1.938214008428,3.4183706918650554,30458,0.1715583980541504,0.0857791990270752,-0.0857791990270752,0.0428895995135376,3.2468122938109047
gdb 30464,CN=C1OC=C(N)N=C1,-5.311662551104,-9.6793,-5.099176465218273,-1.665336824424,-7.9298,-1.8469581674808562,3.64632572668,1.749500864889,3.2522182977374166,30464,0.25429068035196345,0.12714534017598172,-0.12714534017598172,0.06357267008799086,2.997927617385453
gdb 30466,CN=C1OC=C(O)N=C1,-5.651804876353999,-9.9418,-5.610122055651464,-1.923844991614,-8.2824,-2.0300095870062007,3.72795988474,1.659365690972,3.5801124686452637,30466,0.3194186021214113,0.15970930106070566,-0.15970930106070566,0.07985465053035283,3.2606938665238525
gdb 30538,NC=[NH+]C1=CC=C([O-])O1,-4.53069577233,-8.7106,-3.7238194924322703,-1.6381254384039998,-7.0815,-1.0096165393007974,2.8925703339260003,1.629122840128,2.7142029531314726,30538,-0.8043412897982793,-0.4021706448991397,0.4021706448991397,-0.20108532244956984,3.518544242929752
gdb 30540,NC=[NH+]C1=CN=C(O)[N-]1,-4.253139634926,-8.9265,-4.111941149960918,-1.366011578204,-6.9398,-0.94849115176855,2.887128056722,1.98670547527,3.1634499981923683,30540,-1.1356377429960736,-0.5678188714980368,0.5678188714980368,-0.2839094357490184,4.299087741188442
gdb 30546,NC=[NH+]C1=C[N-]C(=N)O1,-4.525253495126,-8.7434,-3.7764256857258838,-1.7469709824839998,-7.1932,-1.101844659022084,2.778282512642,1.550179138721,2.6745810267038,30546,-1.1499313508751374,-0.5749656754375687,0.5749656754375687,-0.28748283771878436,3.8245123775789374
gdb 30549,NC=[NH+]C1=COC(=O)[N-]1,-4.201438001488,-9.1,-4.177296493147456,-1.52383761712,-7.5598,-1.5700354385336004,2.677600384368,1.540280743997,2.607261054613856,30549,-1.193326978594738,-0.596663489297369,0.596663489297369,-0.2983317446486845,3.800588033208594
gdb 30552,NC=[NH+]C1=COC([O-])=N1,-4.195995724284,-9.1001,-4.177353716597098,-1.953777516236,-7.5598,-1.5702119474047602,2.24493934665,1.540248780637,2.6071417691923378,30552,-1.1159794284292721,-0.5579897142146361,0.5579897142146361,-0.27899485710731803,3.7231211976216096
gdb 30706,CC1=C(C[NH3+])OC=C1[O-],-4.92526086962,-7.5595,-2.969487036284388,-2.827263007478,-5.0945,-0.940298240738882,2.100719000744,2.464995325627,2.029188795545506,30706,0.14207656536494392,0.07103828268247196,-0.07103828268247196,0.03551914134123598,1.887112230180562
gdb 30762,NC1=COC(C[NH3+])=C1[O-],-5.801467499464,-9.5072,-4.874231070234691,-2.087113307734,-5.2739,0.9968341380587908,3.71435419173,4.233306403908,5.871065208293482,30762,-0.3158511474521843,-0.15792557372609214,0.15792557372609214,-0.07896278686304607,6.186916355745666
gdb 31171,NC1=COC([O-])=C1C[NH3+],-5.205538145626,-9.4329,-4.56629971917617,-1.542885587334,-5.0338,1.445198988090267,3.65993141969,4.399076353479,6.011498707266437,31171,-0.31585114745218384,-0.15792557372609192,0.15792557372609192,-0.07896278686304596,6.327349854718621
gdb 32344,CNC1=CNC(=O)C=N1,-5.151115373585999,-9.6995,-4.964303501053472,-1.532001032926,-7.67,-1.5006673595329243,3.61911434066,2.029472751576,3.4636361415205474,32344,0.2791220599541734,0.1395610299770867,-0.1395610299770867,0.06978051498854335,3.184514081566374
gdb 32347,CNC1=COC(=N)C=N1,-5.34703735293,-9.7738,-5.1334169013573145,-1.752413259688,-7.9001,-1.6626180267580437,3.594624093242,1.873688808725,3.4707988745992706,32347,0.4794007276079004,0.2397003638039502,-0.2397003638039502,0.1198501819019751,2.9913981469913704
gdb 32350,CNC1=COC(=O)C=N1,-5.684458539578,-10.1361,-5.460674154270717,-2.141536079774,-8.2892,-2.048819875853507,3.542922459804,1.8469192449,3.41185427841721,32350,0.4274480118762612,0.2137240059381306,-0.2137240059381306,0.1068620029690653,2.9844062665409488
gdb 32352,COC1=CNC(=N)C=N1,-5.009616166282,-9.7746,-4.993929140521868,-1.534722171528,-7.6126,-1.4157564807362422,3.4748939947540003,2.161960880668,3.5781726597856265,32352,0.32391851113394166,0.16195925556697083,-0.16195925556697083,0.08097962778348541,3.2542541486516847
gdb 32357,COC1=COC(=N)C=N1,-5.640920321946,-10.4586,-5.585193299313819,-1.978267763654,-8.2851,-1.9490031794288083,3.65993141969,2.173541373454,3.6361901198850113,32357,0.47271617777426034,0.23635808888713017,-0.23635808888713017,0.11817904444356508,3.163473942110751
gdb 32360,COC1=COC(=O)C=N1,-6.130725270306,-10.9609,-6.120878495200981,-2.364669445138,-8.7605,-2.3688581424996262,3.766055825168,2.200392280102,3.7520203527013547,32360,0.3887952979488013,0.19439764897440065,-0.19439764897440065,0.09719882448720032,3.3632250547525535
gdb 32866,C[NH2+]CC1=CC([O-])=CO1,-5.175605621004,-7.6597,-2.753077246576705,-2.985089046394,-5.1637,-0.5333337788755703,2.19051657461,2.496004176394,2.219743467701135,32866,-0.03196954885627146,-0.01598477442813573,0.01598477442813573,-0.007992387214067864,2.2517130165574066
gdb 34480,C#CC1=C2CC3C2N3C1,-5.657247153558,-9.4705,-5.511116795973888,-1.872143358176,-7.6579,-1.9919053732869376,3.785103795382,1.812613845565,3.5192114226869506,34480,0.6068317867959381,0.30341589339796904,-0.30341589339796904,0.15170794669898452,2.9123796358910123
gdb 36993,C1=C2C3C4C1C1C2C3N41,-5.061317799719999,-8.865,-4.859500065053406,-2.24493934665,-8.3816,-2.5399710098700443,2.81637845307,0.483374073029,2.3195290551833616,36993,0.6989216753122642,0.3494608376561321,-0.3494608376561321,0.17473041882806606,1.6206073798710974
gdb 36994,C1=C2C3C4C1C1C4C3C21,-4.979683641659999,-8.7466,-4.799046063828045,-1.85037424936,-8.0648,-2.1506178697903593,3.1293093923,0.681820160331,2.6484281940376855,36994,1.2451373166695443,0.6225686583347722,-0.6225686583347722,0.3112843291673861,1.4032908773681412
gdb 37079,C1C2=CC3C=C1C1C2N31,-5.624593490334,-9.7704,-5.768396975111555,-3.352442757664,-8.1095,-2.0695858992940326,2.27215073267,1.660930940463,3.6988110758175226,37079,0.762272361087224,0.381136180543612,-0.381136180543612,0.190568090271806,2.9365387147302986
gdb 37080,C1C2=CC3C=C1C1C3C21,-5.268124333472,-9.3161,-5.179374452029784,-2.97964676919,-7.3431,-1.3539838312224477,2.288477564282,1.972986546169,3.8253906208073367,37080,1.3634452432811281,0.6817226216405641,-0.6817226216405641,0.34086131082028204,2.4619453775262086
gdb 37081,C1C2=CC3N=C1N1C3C21,-5.896707350534,-9.8181,-5.625837327590549,-3.039511818434,-6.8909,-0.7934891677130214,2.8571955321,2.927182739736,4.832348159877528,37081,0.5308182046828765,0.2654091023414383,-0.2654091023414383,0.13270455117071914,4.301529955194651
gdb 37493,C1C2C3C1C1C=C3CC21,-5.096692601546,-8.7921,-4.8580699026455,-1.806836031728,-7.9302,-1.9673637373049575,3.287135431216,0.861846124591,2.890706165340543,37493,1.515870285345859,0.7579351426729295,-0.7579351426729295,0.37896757133646475,1.3748358799946838
gdb 37495,C1C2C3C1N1CC3=CC21,-5.202817007024,-8.9423,-5.027761565421472,-2.209564544824,-8.2452,-2.3737373311080505,2.9932524622,0.69707612481,2.6540242343134217,37495,0.9007662739916382,0.4503831369958191,-0.4503831369958191,0.22519156849790956,1.7532579603217835
gdb 37496,C1C2C3N1C1C=C3CC21,-5.37424873895,-9.0763,-5.130304051566549,-1.997315733868,-8.1536,-2.188645867127565,3.376933005082,0.922771174875,2.941658184438984,37496,0.9007662739916383,0.45038313699581917,-0.45038313699581917,0.22519156849790958,2.0408919104473457
gdb 37497,C1C2C3N1C1CC3=CC21,-5.148394234984,-8.9086,-4.988481565063835,-1.828605140544,-7.9638,-2.0167008770065618,3.31978909444,0.944798647389,2.9717806880572732,37497,0.9007662739916383,0.45038313699581917,-0.45038313699581917,0.22519156849790958,2.071014414065635
gdb 37498,N1C2C3C1C1N=C3OC21,-5.472209728622,-9.5968,-5.518799524923832,-1.75513439829,-7.2015,-1.299763841114786,3.717075330332,2.39529854153,4.219035683809046,37498,0.21128432418143797,0.10564216209071899,-0.10564216209071899,0.05282108104535949,4.0077513596276075
gdb 37499,O1C2C3C1C1N=C3OC21,-5.929361013758,-9.9484,-5.688112288383645,-3.132030530902,-7.5939,-1.4673548512359185,2.797330482856,2.354451197275,4.220757437147727,37499,0.41673260648114363,0.20836630324057182,-0.20836630324057182,0.10418315162028591,3.804024830666583
gdb 37750,C1C2C3C=C4C=CC13C24,-4.636820177808,-9.1766,-5.01754936020847,-1.376896132612,-7.473,-1.4690958566373393,3.259924045196,1.703519518328,3.548453503571131,37750,1.378031438080513,0.6890157190402565,-0.6890157190402565,0.34450785952012825,2.1704220654906177
gdb 37751,C1N2C3C=C4C=CC13C24,-4.650425870818,-9.2652,-5.063292830089246,-1.561933557548,-7.7871,-1.8027188914025674,3.08849231327,1.478117316028,3.2605739386866786,37751,0.7482830150038602,0.3741415075019301,-0.3741415075019301,0.18707075375096507,2.5122909236828184
gdb 37992,C1C2C=C3C=C1C1C3N21,-4.511647802116,-9.4346,-5.207195995125057,-3.488499687764,-7.9857,-2.1005403694460445,1.023148114352,1.44890947874,3.106655625679012,37992,0.8066372864665623,0.40331864323328115,-0.40331864323328115,0.20165932161664057,2.30001833921245
gdb 41211,C1CC23CC4(CCC24)C13,-4.95247225564,-9.1874,-5.57193234929678,-1.167368460258,-3.4023,1.8253467727081951,3.785103795382,5.785084169258,7.397279122004975,41211,1.827969635527989,0.9139848177639945,-0.9139848177639945,0.45699240888199727,5.569309486476986
gdb 41213,C1CC23CC4(COC24)C13,-5.061317799719999,-9.6176,-5.82948200118704,-1.338800192184,-4.0616,1.2042235277901765,3.722517607536,5.555971328316,7.033705528977217,41213,1.3269440440570655,0.6634720220285327,-0.6634720220285327,0.33173601101426636,5.706761484920151
gdb 41215,C1CC23CC4(OCC24)C13,-4.936145424028,-9.7451,-6.023827169072422,-1.4966262311,-4.3076,1.288233684274213,3.439519192928,5.437488539097,7.312060853346635,41215,1.3269440440570655,0.6634720220285327,-0.6634720220285327,0.33173601101426636,5.985116809289569
gdb 42212,O=C(C#N)C1=NCCN1,-6.778356257582,-10.5842,-6.497225175255158,-3.036790679832,-9.3098,-3.0189915836277597,3.74156557775,1.274343814422,3.4782335916273985,42212,-0.030387985032040432,-0.015193992516020216,0.015193992516020216,-0.007596996258010108,3.508621576659439
gdb 42744,O=C1C2NC(C=C2)C1=O,-5.760650420434,-10.5764,-6.049092455177494,-2.024527119888,-8.8782,-1.9065592094842223,3.736123300546,1.698224846197,4.142533245693271,42744,-0.14946899213544615,-0.07473449606772307,0.07473449606772307,-0.03736724803386154,4.292002237828718
gdb 43128,O=C1C2CCC(N2)C1=O,-5.9157553207480005,-10.4185,-5.913482516791076,-2.266708455466,-8.9897,-2.3442882537732466,3.64632572668,1.428780526768,3.5691942630178293,43128,0.1795055287042074,0.0897527643521037,-0.0897527643521037,0.04487638217605186,3.389688734313622
gdb 43129,O=C1C2CCC(O2)C1=O,-6.228686259978,-10.9764,-6.2548160569375195,-2.470793850616,-9.392,-2.610604986361204,3.757892409362,1.584381900957,3.6442110705763153,43129,0.3851554096500954,0.1925777048250477,-0.1925777048250477,0.09628885241252384,3.25905566092622
gdb 43131,O=C1C2COC(O2)C1=O,-6.492636704372,-11.388,-6.511765214348411,-2.732023156408,-9.8598,-2.843823362302454,3.760613547964,1.528234490363,3.667941852045957,43131,-0.06635323114955868,-0.03317661557477934,0.03317661557477934,-0.01658830778738967,3.7342950831955153
gdb 43243,O=C1C=C2C=CC3C2N13,-5.7851406678520005,-10.7779,-6.347640720528928,-3.842247706024,-8.3913,-2.222814503411316,1.942892961828,2.386508361109,4.124826217117612,43243,0.38726072061750927,0.19363036030875463,-0.19363036030875463,0.09681518015437732,3.7375654965001033
gdb 43263,O=C1C=CC(C#C)C1=O,-6.506242397382,-10.91,-6.551624252864431,-2.778282512642,-9.3586,-2.8370750968573524,3.72795988474,1.551475764755,3.7145491560070787,43263,0.2090130276883623,0.10450651384418115,-0.10450651384418115,0.052253256922090575,3.5055361283187163
gdb 43275,O=C1C=CC2(CN2)C1=O,-6.351137497068,-10.7638,-6.3388950582028665,-2.615014196522,-9.2891,-2.646224446975615,3.736123300546,1.474697374919,3.6926706112272516,43275,-0.14861356994585168,-0.07430678497292584,0.07430678497292584,-0.03715339248646292,3.841284181173103
