smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%),PC1,PC2,PC3,Cluster,PCA1,PCA2,PCA3,tSNE1,tSNE2,UMAP1,UMAP2,Subcluster
gdb 26880,CC1=C(O)N=CC(=O)O1,-6.06813908246,-10.7791,-6.0798224384607895,-2.27215073267,-8.5658,-2.168485842738001,3.79598834979,2.213330113984,3.9113365957227884,26880,1.4681390824600002,0.9055194410888519,0.09599941751135027,2.92784926733,0.0,0.0,6.1574575087690615,-6.061458091257712,-6.1574575087690615,0.9598815478748971,-0.5059451372632124,-0.5042455130450901,0,-0.5259826097355098,-0.2062606696418961,0.16475977924169594,2.5552468,-30.093328,-5.2462354,10.05752,1.0
gdb 26905,NC1=C(O)N=CC(=N)O1,-5.009616166282,-9.7245,-4.803612567967485,-1.5129530627119998,-7.629,-1.42748500593751,3.49666310357,2.095494008102,3.376127562029975,26905,0.4096161662820002,2.3059080077031666,0.06820601640998478,3.6870469372880006,0.0,0.0,6.8453175919291445,-6.77711157551916,-6.8453175919291445,-0.6566241053793753,-0.20319226558398593,-0.4529376969749916,1,0.43145834256377397,-0.925466591301625,-0.6112315918913699,-19.981802,-7.0632186,5.20657,-1.9240917,
gdb 26907,NC1=C(O)N=CC(=O)O1,-5.357921907338,-10.2096,-5.223703512247316,-1.7687400913,-7.9562,-1.6836860038443158,3.59190295464,2.253381656801,3.5400175084030003,26907,0.7579219073379997,1.7270009649701545,0.09451933548450103,3.4312599087000004,0.0,0.0,6.135094501140047,-6.040575165655547,-6.135094501140047,0.5149800967158108,-0.2376790430709431,-0.8211395984296412,1,0.11867484526307095,-0.6580125746982595,-0.3781125913425748,-20.5607,-11.095286,4.5854,-1.2948638,
gdb 26912,NC1=C(O)OC(=N)C=N1,-5.053154383914,-10.0306,-5.218095621460868,-1.5864238049659998,-7.9022,-1.5577728863050473,3.4667305789480003,2.128374855155,3.6603227351558205,26912,0.4531543839140005,2.5211784690797954,0.08249989475751887,3.6135761950340006,0.0,0.0,6.807192020203572,-6.724692125446053,-6.807192020203572,-0.564256792100887,-0.18382821589251,-0.4538872234167647,1,0.40813799165536596,-0.8684164736074896,-0.5840874940947233,-20.116442,-7.9482136,5.08668,-1.7717195,
gdb 26915,NC1=C(O)OC(=O)C=N1,-5.431392649592,-10.4636,-5.617559453605955,-1.942892961828,-8.3182,-1.9595535764892356,3.491220826366,2.145427824339,3.65800587711672,26915,0.8313926495920005,2.3437664304222854,0.14070972987104108,3.257107038172,0.0,0.0,6.0936049083798665,-5.952895178508825,-6.0936049083798665,0.6656906330511984,-0.16261704405581587,-0.7850178653534535,1,0.0982124239202315,-0.51782358603908,-0.34720835314414444,-0.20188195,-29.214853,-5.0413537,9.45691,
gdb 26921,OC1=C(O)N=CC(=N)N1,-4.919818592415999,-9.7644,-4.850746545374493,-1.295261974552,-7.5405,-1.25127325026122,3.624556617864,2.223875301562,3.599473295113273,26921,0.31981859241599936,1.5612427541935827,0.03605601805010552,3.904738025448,0.0,0.0,7.116081001492553,-7.080024983442447,-7.116081001492553,-1.0933278258967845,-0.2752869316204215,-0.2975191152328405,1,0.46662437444378335,-1.0513232807747397,-0.6745157494410188,-19.386559,-5.256575,5.5543156,-2.461973,
gdb 26922,OC1=C(O)N=CC(=N)O1,-5.36064304594,-10.3783,-5.356429873492339,-1.78234578431,-8.2272,-1.8205366756758306,3.57829726163,2.151106608198,3.5358931978165087,26922,0.76064304594,1.8006726190219757,0.09890523497021403,3.4176542156900003,0.0,0.0,6.681777771986848,-6.582872537016634,-6.681777771986848,-0.17728693765915227,-0.2766827389841384,-0.3929996000063167,1,0.1209994652693017,-0.6472826220852844,-0.3780967088381848,-21.875387,-10.286043,4.341549,-1.4132409,
gdb 27294,CC1=CC(=[NH2+])C([O-])=CO1,-4.821857602744,-9.4988,-4.761798333564502,-1.161926183054,-7.2535,-1.148130903967419,3.662652558292,2.245269443613,3.6136674295970828,27294,0.2218576027440003,1.3862557704463547,0.022208606135762164,4.038073816946,0.0,0.0,7.545868090732948,-7.523659484597186,-7.545868090732948,-1.7216482402953412,-0.30842208148279854,-0.014710287375881738,1,0.5386756226031445,-1.1421866056324144,-0.7446180592253433,-19.091269,-2.4846942,5.905153,-3.0358436,
gdb 27431,NC1=CC(=N)C=NC=N1,-5.79602522226,-10.0175,-5.744446274442376,-2.09527672354,-7.9677,-1.7515310103827673,3.703469637322,2.049811418632,3.992915264059609,27431,1.19602522226,1.2187921505691306,0.10526248198220883,3.10472327646,0.0,0.0,7.034057379158947,-6.928794897176738,-7.034057379158947,-0.3301194795328377,-0.46498181475356587,0.07225295823012957,1,-0.275083745515929,-0.36100428691214603,-0.053730226882217305,-24.2481,-9.516692,3.9488108,-1.4199687,
gdb 27438,NC1=CC(=O)N=CC=N1,-6.296714725028,-10.2916,-6.1310896479168155,-2.522495484054,-8.5713,-2.2834718900761866,3.771498102372,1.720278769087,3.847617757840629,27438,1.6967147250280001,0.9803092538672686,0.12010899977410128,2.677504515946,0.0,0.0,6.396630585692138,-6.276521585918037,-6.396630585692138,0.8317948890196674,-0.5625213755822284,-0.2027788376545832,0,-0.7105590597336493,-0.013118301158294838,0.32580258114551797,2.6927764,-31.096115,-5.5142303,10.095286,1.0
gdb 28830,NC1=CC=CC(=O)C=N1,-5.698064232588,-10.0339,-5.575965552600306,-2.02724825849,-7.9242,-1.725719238603428,3.670815974098,2.109713881563,3.850246313996878,28830,1.0980642325880001,1.351170627847177,0.10713751290397135,3.1727517415100004,0.0,0.0,6.8012059932978435,-6.694068480393872,-6.8012059932978435,-0.09555082853012577,-0.40389765846275894,-0.14752612711236623,1,-0.1845755054789318,-0.4192287696953951,-0.1301752280863699,-23.113924,-10.372569,3.966905,-1.4759936,
gdb 28836,NC1=CN=CC(=N)C=N1,-5.581055272702,-9.7086,-5.406528283567499,-1.989152318062,-8.113,-2.020032891396043,3.59190295464,1.595547160029,3.3864953921714562,28836,0.9810552727019999,1.7270009649701545,0.12234597199471908,3.210847681938,0.0,0.0,7.034057379158947,-6.911711407164228,-7.034057379158947,-0.45482105618895935,-0.3469632655224094,-0.004020918653639499,1,-0.06265659421961342,-0.46223422788530266,-0.22792385713128463,-24.534454,-10.143448,3.9265785,-1.6333752,
gdb 28839,NC1=CN=CC(=O)C=N1,-5.970178092788,-10.091,-5.832939495540763,-2.370111722342,-8.1521,-2.012908363407433,3.6027875090479995,1.938935986934,3.82003113213333,28839,1.3701780927880003,1.6700491904340695,0.16523798939881476,2.829888277658,0.0,0.0,6.440672893384445,-6.27543490398563,-6.440672893384445,0.6094933694374256,-0.35973495697313346,-0.2592967001129039,0,-0.38339771791178145,-0.13194614258816145,0.03805736701099495,1.2066461,-30.698141,-5.1259174,9.844567,1.0
gdb 28851,OC1=CC=CC(=O)C=N1,-6.23140739858,-10.5121,-6.177671252266044,-2.443582464596,-8.4322,-2.118190281200751,3.787824933984,2.07988801071,4.059480971065293,28851,1.6314073985800002,0.9298459552739311,0.10954108870200187,2.756417535404,0.0,0.0,6.670742124153676,-6.561201035451674,-6.670742124153676,0.4266454142044005,-0.5831942231756843,-0.027177884270950643,0,-0.6604531257629053,-0.07548328143367869,0.2827186214381506,2.488487,-31.850288,-5.5842237,9.920024,1.0
gdb 29051,NC1=CN=CC=NC1=N,-5.760650420434,-9.7384,-5.617840914156303,-2.242218208048,-8.0378,-1.937254791333699,3.5211533509879995,1.700646503155,3.6805861228226036,29051,1.1606504204339998,2.1422989178266127,0.17954988058028595,2.957781791952,0.0,0.0,7.034224243064272,-6.854674362483986,-7.034224243064272,-0.27315727652940164,-0.30113768940047947,0.12417021754009303,1,-0.17820181052642106,-0.2352277186371016,-0.13001968870703026,-24.914309,-10.39562,3.773464,-1.6437153,
gdb 29052,NC1=CN=CC=NC1=O,-6.212359428366,-10.1404,-5.983606983114776,-2.508889791044,-8.2335,-2.0057971909241115,3.703469637322,1.906845900607,3.9778097921906648,29052,1.6123594283659999,1.2187921505691306,0.14190416064681075,2.691110208956,0.0,0.0,6.358065201076753,-6.2161610404299426,-6.358065201076753,0.8496987227153755,-0.4874640875112325,-0.24544407951977226,0,-0.6195792240922968,-0.024242522037708426,0.2427317978312428,2.0626917,-30.935743,-5.342851,10.023514,1.0
gdb 29053,NC1=CN=CN=CC1=N,-5.679016262374,-9.8098,-5.50295229954734,-2.084392169132,-7.9289,-1.794949132510049,3.594624093242,1.880827652851,3.7080031670372913,29053,1.0790162623739998,1.7125997726568625,0.1334404480046158,3.115607830868,0.0,0.0,7.025344953123444,-6.891904505118828,-7.025344953123444,-0.36630015313783587,-0.36200373283998616,0.04109869298061898,1,-0.1432856348251159,-0.3785317933555433,-0.16128067561131695,-24.135149,-9.854255,3.9118419,-1.6088058,
gdb 29054,NC1=CN=CN=CC1=O,-6.103513884286,-10.2475,-5.875952568368361,-2.359227167934,-8.301,-2.0594729053879384,3.747007854954,1.946521102081,3.8164796629804227,29054,1.5035138842860005,1.060731214543386,0.1151639126122089,2.8407728320660004,0.0,0.0,6.388026739538292,-6.272862826926083,-6.388026739538292,0.7097958317577242,-0.5018245868997931,-0.29271074942902975,0,-0.5426640207934749,-0.14601708895352597,0.17812874982874685,1.7213048,-30.801235,-5.2464375,9.969488,1.0
gdb 29144,CC1=NC(N)=COC1=N,-5.311662551104,-9.7884,-5.116446181419194,-1.534722171528,-7.6048,-1.4764369818501444,3.776940379576,2.183547278145,3.64000919956905,29144,0.711662551104,0.9632154049268533,0.04949953874037548,3.665277828472,0.0,0.0,6.909147724879289,-6.859648186138913,-6.909147724879289,-0.5514877693171792,-0.3894746455619337,-0.27369030462292515,1,0.11033023815933772,-0.780045341190154,-0.3932952439152245,-20.999765,-7.9656754,5.0893097,-1.812218,
gdb 29558,CC1=COC=C([O-])C1=[NH2+],-4.91165517661,-9.5691,-4.86326655456489,-1.213627816492,-7.3442,-1.2081291210410707,3.698027360118,2.224876860439,3.6551374335238194,29558,0.31165517661000025,1.2399969399499469,0.02790606345965594,3.986372183508,0.0,0.0,7.546224629194486,-7.51831856573483,-7.546224629194486,-1.6553591265426415,-0.3349574520988222,0.031168249763957188,1,0.45771620750053954,-1.0752305782610534,-0.6832620434773272,-19.395103,-2.7663875,5.934229,-2.9880006,
gdb 29564,NC1=COC=C([O-])C1=[NH2+],-4.895328344998,-9.4487,-4.850926375958701,-1.295261974552,-7.3708,-1.3019684624470733,3.600066370446,2.077955811054,3.548957913511628,29564,0.29532834499800026,1.6841246151458826,0.03591558745044574,3.904738025448,0.0,0.0,7.48798979896586,-7.452074211515415,-7.48798979896586,-1.5858253231419186,-0.29524427354704097,-0.022151966283263786,1,0.4925465874540124,-1.0660593631123017,-0.6899533133640113,-19.729431,-2.818143,5.921907,-2.9240892,
gdb 29822,CN1C=C(N)N=CC1=O,-5.262682056268,-9.8304,-5.086192023207268,-1.532001032926,-7.6272,-1.485275925145475,3.730681023342,2.203236378573,3.6009160980617927,29822,0.662682056268,1.117659676175806,0.053483326681574093,3.6679989670740003,0.0,0.0,6.748308859963717,-6.694825533282143,-6.748308859963717,-0.3745700089214682,-0.34695278990604755,-0.4166144749958503,1,0.16029229143133025,-0.8025275744884038,-0.43177918961037903,-20.679174,-8.423943,5.0667353,-1.7177657,
gdb 29825,CN1C=C(O)N=CC1=N,-5.023221859292,-9.7413,-5.0108374574410774,-1.4802993994879998,-7.5716,-1.376849385468529,3.545643598406,2.169620369371,3.6339880719725484,29825,0.4232218592919999,1.9892761822061256,0.060794850209048124,3.7197006005120006,0.0,0.0,7.217653541014374,-7.1568586908053256,-7.217653541014374,-1.129693438834817,-0.26377105124632994,-0.15980660494336685,1,0.40424489368864114,-0.9339143993115918,-0.6030705342017512,-20.149515,-5.308452,5.515204,-2.3591266,
gdb 30457,CN=C1NC=C(O)C=N1,-5.004173889078,-9.7073,-4.968890380099991,-1.425876627448,-7.5924,-1.3872029783079447,3.57829726163,2.114875894013,3.581687401792046,30457,0.4041738890780005,1.8006726190219757,0.05255410363830252,3.7741233725520003,0.0,0.0,7.243032527881165,-7.190478424242863,-7.243032527881165,-1.1827910280001401,-0.2796506799113846,-0.1526026644728184,1,0.4099232281463978,-0.9635918281899458,-0.6160176924543075,-20.122623,-4.8640532,5.6103516,-2.458766,
gdb 30458,CN=C1NC=C(O)N=C1,-4.96607794865,-9.5686,-4.932455056660621,-1.61907746819,-7.6304,-1.5140843647955655,3.34700048046,1.938214008428,3.4183706918650554,30458,0.36607794864999993,3.575342572934545,0.09451371814962183,3.58092253181,0.0,0.0,7.308018268969345,-7.2135045508197235,-7.308018268969345,-1.2558074903571725,-0.1402972063051791,-0.11239318727556348,1,0.5296894548046921,-0.8908605696419116,-0.6314643573111762,-20.785194,-5.0610614,5.5159364,-2.3670015,
gdb 30464,CN=C1OC=C(N)N=C1,-5.311662551104,-9.6793,-5.099176465218273,-1.665336824424,-7.9298,-1.8469581674808562,3.64632572668,1.749500864889,3.2522182977374166,30464,0.711662551104,1.4589330085109447,0.07497441445081973,3.534663175576,0.0,0.0,7.0646163927967365,-6.989641978345917,-7.0646163927967365,-0.7241073086713667,-0.34430917605321737,-0.13533446279760558,1,0.14014506173082383,-0.7271855982382781,-0.40364984737960347,-22.207909,-7.2759185,4.84149,-2.1205094,
gdb 30466,CN=C1OC=C(O)N=C1,-5.651804876353999,-9.9418,-5.610122055651464,-1.923844991614,-8.2824,-2.0300095870062007,3.72795988474,1.659365690972,3.5801124686452637,30466,1.0518048763539996,1.127415450229061,0.08562937639453776,3.2761550083860005,0.0,0.0,6.953913000460721,-6.8682836240661835,-6.953913000460721,-0.3446038002137057,-0.4441153458536359,-0.06729419142202797,1,-0.16214906473336088,-0.49159532604881434,-0.15213313525168692,-23.897068,-10.262952,4.014041,-1.4700205,
gdb 30538,NC=[NH+]C1=CC=C([O-])O1,-4.53069577233,-8.7106,-3.7238194924322703,-1.6381254384039998,-7.0815,-1.0096165393007974,2.8925703339260003,1.629122840128,2.7142029531314726,30538,0.0,12.039809646605612,0.0,3.5618745615960004,0.0,0.0,7.6462331188039165,-7.6462331188039165,-7.6462331188039165,-2.109902934755773,0.1165436094168982,-0.3251268601669389,1,1.1412818867646553,-1.2130225978553453,-0.5406435817567893,-19.04995,6.8608723,10.900497,1.3442901,
gdb 30540,NC=[NH+]C1=CN=C(O)[N-]1,-4.253139634926,-8.9265,-4.111941149960918,-1.366011578204,-6.9398,-0.94849115176855,2.887128056722,1.98670547527,3.1634499981923683,30540,0.0,12.203072259006715,0.0,3.8339884217959996,0.0,0.0,7.897542586259538,-7.897542586259538,-7.897542586259538,-2.4324186193202375,0.10062822564408633,-0.13456633309990848,1,1.147719974149253,-1.2112812691293167,-0.5351404180337241,-18.752335,6.653178,10.960037,1.3164216,
gdb 30546,NC=[NH+]C1=C[N-]C(=N)O1,-4.525253495126,-8.7434,-3.7764256857258838,-1.7469709824839998,-7.1932,-1.101844659022084,2.778282512642,1.550179138721,2.6745810267038,30546,0.0,15.890846845966824,0.0,3.453029017516,0.0,0.0,7.979543769691491,-7.979543769691491,-7.979543769691491,-2.567831971318336,0.2300308138255241,-0.16623191039678192,1,1.2931434406512956,-1.1719481497522075,-0.4108349997427247,-19.310385,6.9397063,10.954996,1.3089055,
gdb 30549,NC=[NH+]C1=COC(=O)[N-]1,-4.201438001488,-9.1,-4.177296493147456,-1.52383761712,-7.5598,-1.5700354385336004,2.677600384368,1.540280743997,2.607261054613856,30549,0.0,20.10485495300856,0.0,3.6761623828800003,0.0,0.0,7.5158190472306,-7.5158190472306,-7.5158190472306,-2.0102061458304905,0.42661122459106,-0.6344470172435089,1,1.459318366027869,-1.1270023213069256,-0.2687915998343582,-18.570127,7.6434755,10.776518,1.4305031,
gdb 30552,NC=[NH+]C1=COC([O-])=N1,-4.195995724284,-9.1001,-4.177353716597098,-1.953777516236,-7.5598,-1.5702119474047602,2.24493934665,1.540248780637,2.6071417691923378,30552,0.0,50.0464547710689,0.0,3.246222483764,0.0,0.0,7.318453662615214,-7.318453662615214,-7.318453662615214,-2.0065938822893337,1.5526790317850356,-1.5605208188501627,4,2.6400334925856743,-0.807650774130015,0.7404628982161119,-18.14672,10.459054,10.798261,2.2490385,
gdb 30706,CC1=C(C[NH3+])OC=C1[O-],-4.92526086962,-7.5595,-2.969487036284388,-2.827263007478,-5.0945,-0.940298240738882,2.100719000744,2.464995325627,2.029188795545506,30706,0.32526086961999995,65.45235772854934,1.5373074551422559,2.3727369925220003,0.0,0.0,7.619212279138768,-6.0819048239965126,-7.619212279138768,-0.48487948083519905,4.425417346455649,0.25168493305756184,2,3.586431361997056,2.437114995663248,-0.11142397030421282,-15.173499,14.934613,10.638192,3.1220827,
gdb 30762,NC1=COC(C[NH3+])=C1[O-],-5.801467499464,-9.5072,-4.874231070234691,-2.087113307734,-5.2739,0.9968341380587908,3.71435419173,4.233306403908,5.871065208293482,30762,1.2014674994639998,1.1773746219737515,0.10214810563582694,3.112886692266,0.0,0.0,7.547357790631765,-7.445209684995938,-7.547357790631765,-0.9858728592970042,-0.518135781587192,0.46952408449979677,1,-0.2826683813437516,-0.36375425324183147,-0.04743348279177374,-11.151765,-10.684623,6.805515,-0.6085495,
gdb 31171,NC1=COC([O-])=C1C[NH3+],-5.205538145626,-9.4329,-4.56629971917617,-1.542885587334,-5.0338,1.445198988090267,3.65993141969,4.399076353479,6.011498707266437,31171,0.6055381456260001,1.3981343826783799,0.06113558068422156,3.657114412666,0.0,0.0,7.506020427994401,-7.444884847310179,-7.506020427994401,-1.3735552708397856,-0.37147883942654336,0.15036098315830104,1,0.22374702773779062,-0.8220764832986109,-0.4764885360918755,-10.646449,-10.509413,6.8499374,-0.53703547,
gdb 32344,CNC1=CNC(=O)C=N1,-5.151115373585999,-9.6995,-4.964303501053472,-1.532001032926,-7.67,-1.5006673595329243,3.61911434066,2.029472751576,3.4636361415205474,32344,0.5511153735859995,1.5878214583693946,0.06318992094184231,3.6679989670740003,0.0,0.0,6.8962100138098705,-6.833020092868028,-6.8962100138098705,-0.629016550509654,-0.2896509088265073,-0.3458876503514604,1,0.2790174922892461,-0.8512935898775935,-0.5161189074806273,-20.67207,-7.277815,5.1477523,-1.8370242,
gdb 32347,CNC1=COC(=N)C=N1,-5.34703735293,-9.7738,-5.1334169013573145,-1.752413259688,-7.9001,-1.6626180267580437,3.594624093242,1.873688808725,3.4707988745992706,32347,0.7470373529300003,1.7125997726568625,0.09238507567239013,3.4475867403120004,0.0,0.0,7.16215748097685,-7.06977240530446,-7.16215748097685,-0.8070852112496559,-0.32769842638218044,-0.03155543209264169,1,0.126639299140165,-0.669167074401816,-0.38509897549300276,-22.36216,-7.152732,4.887752,-2.1516092,
gdb 32350,CNC1=COC(=O)C=N1,-5.684458539578,-10.1361,-5.460674154270717,-2.141536079774,-8.2892,-2.048819875853507,3.542922459804,1.8469192449,3.41185427841721,32350,1.0844585395780004,2.0057749745528928,0.15707200249554956,3.058463920226,0.0,0.0,6.543999110706751,-6.386927108211201,-6.543999110706751,0.2779559378667427,-0.2734373749707639,-0.3089746033826051,1,-0.1268969821883993,-0.32776694005734053,-0.1721199832195278,-0.15335016,-30.490862,-5.1018863,9.4476385,
gdb 32352,COC1=CNC(=N)C=N1,-5.009616166282,-9.7746,-4.993929140521868,-1.534722171528,-7.6126,-1.4157564807362422,3.4748939947540003,2.161960880668,3.5781726597856265,32352,0.4096161662820002,2.4607375087298893,0.0727856889088444,3.665277828472,0.0,0.0,7.2056850607141865,-7.132899371805342,-7.2056850607141865,-1.113015063856913,-0.2216886440467663,-0.17212272860852387,1,0.4394095505583871,-0.9152629972628866,-0.6108780343975856,-20.34302,-5.5688148,5.4947085,-2.335434,
gdb 32357,COC1=COC(=N)C=N1,-5.640920321946,-10.4586,-5.585193299313819,-1.978267763654,-8.2851,-1.9490031794288083,3.65993141969,2.173541373454,3.6361901198850113,32357,1.0409203219460001,1.3981343826783799,0.10509208839748309,3.221732236346,0.0,0.0,6.826006491584982,-6.720914403187499,-6.826006491584982,-0.16746369817443163,-0.3884005278341402,-0.15423174425079572,1,-0.13423732368128152,-0.45937798499410876,-0.17245301998377285,-23.07517,-10.834902,4.0753603,-1.4071907,
gdb 32360,COC1=COC(=O)C=N1,-6.130725270306,-10.9609,-6.120878495200981,-2.364669445138,-8.7605,-2.3688581424996262,3.766055825168,2.200392280102,3.7520203527013547,32360,1.530725270306,0.9976811543354851,0.11027895440492108,2.8353305548620003,0.0,0.0,6.149592124153678,-6.039313169748756,-6.149592124153678,1.0270519043027944,-0.500196762576634,-0.47116300831919955,0,-0.570600253084834,-0.1382735760469073,0.20311404493880197,3.1640234,-29.826618,-5.1492934,10.137162,1.0
gdb 32866,C[NH2+]CC1=CC([O-])=CO1,-5.175605621004,-7.6597,-2.753077246576705,-2.985089046394,-5.1637,-0.5333337788755703,2.19051657461,2.496004176394,2.219743467701135,32866,0.5756056210040004,55.49629966284114,2.3067082666597876,2.214910953606,0.0,0.0,7.751074866551356,-5.444366599891568,-7.751074866551356,0.5045693510727204,5.181204076487406,1.6344572712614398,2,3.287876806097613,3.9290789874437895,-1.062740328912273,-14.952934,15.14665,10.617028,3.14467,
gdb 34480,C#CC1=C2CC3C2N3C1,-5.657247153558,-9.4705,-5.511116795973888,-1.872143358176,-7.6579,-1.9919053732869376,3.785103795382,1.812613845565,3.5192114226869506,34480,1.0572471535580001,0.9380872659757545,0.07161819716785955,3.327856641824,0.0,0.0,6.255749906823931,-6.1841317096560715,-6.255749906823931,0.5361484671256116,-0.4141577099023993,-0.6182570770012411,1,-0.17995796220109558,-0.516271881117464,-0.13924554575703568,-21.6837,-12.18548,4.410135,-1.4827316,
gdb 36993,C1=C2C3C4C1C1C2C3N41,-5.061317799719999,-8.865,-4.859500065053406,-2.24493934665,-8.3816,-2.5399710098700443,2.81637845307,0.483374073029,2.3195290551833616,36993,0.4613177997199996,14.504775956376992,0.48318657154069466,2.9550606533500003,0.0,0.0,8.098019599211376,-7.614833027670682,-8.098019599211376,-1.8333763271635126,0.7797579717916403,0.7225659335416169,1,1.0351363166866832,0.012913596468239641,-0.5992560042219954,-31.140484,10.893649,13.114841,-8.124973,
gdb 36994,C1=C2C3C4C1C1C4C3C21,-4.979683641659999,-8.7466,-4.799046063828045,-1.85037424936,-8.0648,-2.1506178697903593,3.1293093923,0.681820160331,2.6484281940376855,36994,0.3796836416599996,6.538850835215799,0.17927797406478363,3.3496257506400005,0.0,0.0,8.284704101224156,-8.105426127159372,-8.284704101224156,-2.4192496835354773,0.013940020602933933,0.6753791928470788,1,0.6689728102236563,-0.6921919945173832,-0.6106634229317093,-29.773031,9.92433,13.647272,-8.485041,
gdb 37079,C1C2=CC3C=C1C1C2N31,-5.624593490334,-9.7704,-5.768396975111555,-3.352442757664,-8.1095,-2.0695858992940326,2.27215073267,1.660930940463,3.6988110758175226,37079,1.0245934903340002,47.48045357615459,3.512934647472515,1.847557242336,0.0,0.0,7.995833439669366,-4.482898792196851,-7.995833439669366,1.981121300035784,6.624987785589798,3.6577291410201074,2,3.0704663274646813,6.3855070900699396,-2.2527090317430245,-13.886486,16.207474,10.633483,3.3002748,
gdb 37080,C1C2=CC3C=C1C1C3C21,-5.268124333472,-9.3161,-5.179374452029784,-2.97964676919,-7.3431,-1.3539838312224477,2.288477564282,1.972986546169,3.8253906208073367,37080,0.6681243334719997,45.990442714315655,2.2188528348008116,2.2203532308100002,0.0,0.0,6.5246508972702415,-4.30579806246943,-6.5246508972702415,2.107292735181832,4.766009586242401,0.8596594128680847,2,2.7977803689773317,3.7232577695423883,-1.2152916403966458,-13.994286,15.439461,10.628982,3.2397795,
gdb 37081,C1C2=CC3N=C1N1C3C21,-5.896707350534,-9.8181,-5.625837327590549,-3.039511818434,-6.8909,-0.7934891677130214,2.8571955321,2.927182739736,4.832348159877528,37081,1.2967073505340003,13.135447172090918,1.2299584881148045,2.160488181566,0.0,0.0,4.580375551212452,-3.3504170630976473,-4.580375551212452,4.104812852899937,1.940328507897928,-0.7443154941345393,3,0.5612244226407711,1.9312777340562526,-0.765796498871412,18.407038,6.350746,11.690092,13.20233,
gdb 37493,C1C2C3C1C1C=C3CC21,-5.096692601546,-8.7921,-4.8580699026455,-1.806836031728,-7.9302,-1.9673637373049575,3.287135431216,0.861846124591,2.890706165340543,37493,0.49669260154599987,4.238139708175578,0.1520080469517966,3.3931639682720003,0.0,0.0,8.764506396709288,-8.612498349757491,-8.764506396709288,-2.969018047635355,-0.19568052763016017,1.1193971313239377,1,0.4662873348706546,-0.692240887725815,-0.5649837361672186,-29.283682,9.253505,13.560029,-8.573372,
gdb 37495,C1C2C3C1N1CC3=CC21,-5.202817007024,-8.9423,-5.027761565421472,-2.209564544824,-8.2452,-2.3737373311080505,2.9932524622,0.69707612481,2.6540242343134217,37495,0.6028170070239998,9.34147993333813,0.40663504131009387,2.990435455176,0.0,0.0,8.657821582190367,-8.251186540880273,-8.657821582190367,-2.503958488290738,0.37077939316218,1.2527244041326009,1,0.6785735911748836,-0.09391249681698825,-0.5779821840685689,-30.658201,10.13471,13.393988,-8.324917,
gdb 37496,C1C2C3N1C1C=C3CC21,-5.37424873895,-9.0763,-5.130304051566549,-1.997315733868,-8.1536,-2.188645867127565,3.376933005082,0.922771174875,2.941658184438984,37496,0.7742487389500006,3.280114463781706,0.18338893357644853,3.202684266132,0.0,0.0,8.657821582190367,-8.474432648613918,-8.657821582190367,-2.605865182345986,-0.2651814361256056,1.2073014522649574,1,0.20164717230093054,-0.4649667446980934,-0.4070217870153627,-30.22313,8.519726,13.521249,-8.51109,
gdb 37497,C1C2C3N1C1CC3=CC21,-5.148394234984,-8.9086,-4.988481565063835,-1.828605140544,-7.9638,-2.0167008770065618,3.31978909444,0.944798647389,2.9717806880572732,37497,0.5483942349840001,3.8641550337138684,0.15302100225059714,3.371394859456,0.0,0.0,8.657821582190367,-8.50480057993977,-8.657821582190367,-2.794531627192192,-0.21594398215247917,1.0677206548389178,1,0.4073335746322577,-0.6610153401188946,-0.5370162815690522,-29.465714,8.866656,13.6408,-8.546455,
gdb 37498,N1C2C3C1C1N=C3OC21,-5.472209728622,-9.5968,-5.518799524923832,-1.75513439829,-7.2015,-1.299763841114786,3.717075330332,2.39529854153,4.219035683809046,37498,0.8722097286220005,1.1672235487294504,0.07351544433318474,3.44486560171,0.0,0.0,8.387620167440703,-8.31410472310752,-8.387620167440703,-2.309047993927225,-0.5268944622636633,0.9583481211215958,1,-0.010485341171129326,-0.6295454477558697,-0.2825994886638718,-30.166508,5.164787,13.484427,-9.064734,
gdb 37499,O1C2C3C1C1N=C3OC21,-5.929361013758,-9.9484,-5.688112288383645,-3.132030530902,-7.5939,-1.4673548512359185,2.797330482856,2.354451197275,4.220757437147727,37499,1.3293610137580003,15.184360543261038,1.4576157906265583,2.067969469098,0.0,0.0,8.128533979307933,-6.670918188681375,-8.128533979307933,-0.15550238577248765,2.0561660123546015,2.2394750605600904,3,0.7055927265291034,2.3993107815706547,-0.9122861650871447,-33.611073,11.137091,13.036399,-8.234819,
