smiles_key,smiles,HOMO,LUMO,Gap,HOMO(eV),LUMO(eV),Gap(eV),Scharber_Gap(eV)
gdb 43276,O=C1C=CC2(CO2)C1=O,-0.2409,-0.1028,0.1381,-6.555222892218,-2.797330482856,3.757892409362,3.757892409362
gdb 43503,N=C1NC(=CC1=O)C#C,-0.2366,-0.0981,0.1385,-6.438213932332,-2.669436968562,3.76877696377,3.76877696377
gdb 43504,N=C1NC(=CC1=O)C#N,-0.2605,-0.1221,0.1384,-7.08856605821,-3.322510233042,3.766055825168,3.766055825168
gdb 43505,O=C1CC(=CC1=O)C#C,-0.2377,-0.1077,0.13,-6.468146456954,-2.930666274354,3.5374801826,3.5374801826
gdb 43506,O=C1CC(=CC1=O)C#N,-0.2589,-0.1319,0.1269,-7.045027840578,-3.589181816038,3.453124885938,3.453124885938
gdb 43507,O=C1NC(=CC1=O)C#C,-0.2457,-0.1094,0.1363,-6.685837545114,-2.976925630588,3.708911914526,3.708911914526
gdb 45456,O=C1CC2COC2C1=O,-0.2333,-0.097,0.1362,-6.348416358466,-2.63950444394,3.706190775924,3.706190775924
gdb 45458,O=C1CN2CCC2C1=O,-0.216,-0.0969,0.1191,-5.87765938032,-2.636783305338,3.240876074982,3.240876074982
gdb 45606,N=C1NC=C(C#C)C1=O,-0.2233,-0.088,0.1353,-6.076302498266,-2.39460196976,3.681700528506,3.681700528506
gdb 45608,O=C1CC=C(C#C)C1=O,-0.2397,-0.1006,0.1391,-6.522569228994,-2.737465433612,3.785103795382,3.785103795382
gdb 45609,O=C1CC=C(C#N)C1=O,-0.2603,-0.1211,0.1392,-7.083123781005999,-3.295298847022,3.787824933984,3.787824933984
gdb 45610,O=C1NC=C(C#C)C1=O,-0.2354,-0.1045,0.1309,-6.405560269107999,-2.84358983909,3.5619704300179995,3.5619704300179995
gdb 45714,N=C1NC=CC(=O)C1=O,-0.2444,-0.1122,0.1321,-6.650462743288,-3.053117511444,3.594624093242,3.594624093242
gdb 45715,O=C1CC=CC(=O)C1=O,-0.2464,-0.1236,0.1228,-6.704885515328,-3.363327312072,3.341558203256,3.341558203256
gdb 45716,O=C1NC=CC(=O)C1=O,-0.2511,-0.1277,0.1234,-6.832779029622,-3.4748939947540003,3.357885034868,3.357885034868
gdb 46028,O=C1CNC(C#C)C1=O,-0.2247,-0.098,0.1267,-6.114398438694,-2.66671582996,3.447682608734,3.447682608734
gdb 46029,O=C1COC(C#C)C1=O,-0.2416,-0.107,0.1347,-6.574270862432,-2.91161830414,3.665373696894,3.665373696894
gdb 46474,O=C1CCC2(CN2)C1=O,-0.2313,-0.0925,0.1388,-6.293993586426,-2.51705320685,3.776940379576,3.776940379576
gdb 46475,O=C1CCC2(CO2)C1=O,-0.2376,-0.1027,0.1349,-6.465425318352,-2.794609344254,3.670815974098,3.670815974098
gdb 46476,O=C1CNC2(CC2)C1=O,-0.2178,-0.0895,0.1283,-5.926639875156,-2.43541904879,3.491220826366,3.491220826366
gdb 46477,O=C1COC2(CC2)C1=O,-0.2367,-0.0989,0.1379,-6.440935070934,-2.691206077378,3.752450132158,3.752450132158
gdb 47268,N=C1NCCC(=O)C1=O,-0.248,-0.11,0.1381,-6.74842373296,-2.9932524622,3.757892409362,3.757892409362
gdb 47272,O=C1CCCC(=O)C1=O,-0.2415,-0.1166,0.125,-6.57154972383,-3.1728476099319995,3.4014232525,3.4014232525
gdb 47273,O=C1CCNC(=O)C1=O,-0.2459,-0.1109,0.135,-6.691279822318,-3.017742709618,3.6735371127,3.6735371127
gdb 47274,O=C1CCOC(=O)C1=O,-0.2611,-0.1276,0.1335,-7.104892889822,-3.472172856152,3.63272003367,3.63272003367
gdb 47275,O=C1CNCC(=O)C1=O,-0.2458,-0.1201,0.1257,-6.688558683716,-3.268087461002,3.420471222714,3.420471222714
gdb 47276,O=C1COCC(=O)C1=O,-0.2531,-0.1311,0.122,-6.887201801661999,-3.567412707222,3.31978909444,3.31978909444
gdb 47284,O=C1CNCC(=O)C=C1,-0.2293,-0.0992,0.1302,-6.239570814386,-2.699369493184,3.542922459804,3.542922459804
gdb 48053,O=CC(=O)C(=O)C1CC1,-0.2448,-0.1119,0.1328,-6.661347297696,-3.044954095638,3.613672063456,3.613672063456
gdb 48054,O=CC(=O)C(=O)C1CN1,-0.2545,-0.1213,0.1332,-6.92529774209,-3.300741124226,3.624556617864,3.624556617864
gdb 48055,O=CC(=O)C(=O)C1CO1,-0.2537,-0.1244,0.1293,-6.903528633273999,-3.385096420888,3.518432212386,3.518432212386
gdb 48057,O=CC(=O)C(=O)CC#C,-0.2525,-0.1218,0.1307,-6.87087497005,-3.314346817236,3.5565281528140003,3.5565281528140003
gdb 48072,O=CC(=O)C12CN(C1)C2,-0.2307,-0.1051,0.1257,-6.277666754814,-2.859916670702,3.420471222714,3.420471222714
gdb 48080,O=CC(=O)C1=CCOC1,-0.2485,-0.1098,0.1386,-6.76202942597,-2.987810184996,3.771498102372,3.771498102372
gdb 48081,O=CC(=O)C1=CNCC1,-0.2088,-0.0747,0.1341,-5.681737400976,-2.032690535694,3.649046865282,3.649046865282
gdb 48082,O=CC(=O)C1=NCCN1,-0.2419,-0.1084,0.1335,-6.582434278238,-2.949714244568,3.63272003367,3.63272003367
gdb 48132,O=CC(=O)C1OCC=C1,-0.2349,-0.0994,0.1355,-6.391954576098,-2.704811770388,3.68714280571,3.68714280571
gdb 48158,O=CC(=O)CN1CCC1,-0.2204,-0.0859,0.1345,-5.997389478808,-2.337458059118,3.65993141969,3.65993141969
gdb 48180,O=CC(=O)CNCC#C,-0.2341,-0.104,0.1301,-6.370185467282,-2.82998414608,3.540201321202,3.540201321202
gdb 48181,O=CC(=O)CNCC#N,-0.2517,-0.115,0.1367,-6.849105861234,-3.1293093923,3.719796468934,3.719796468934
gdb 49106,O=CC1=C(NCC1)C=O,-0.2225,-0.092,0.1305,-6.05453338945,-2.50344751384,3.55108587561,3.55108587561
gdb 49109,O=CC1=C2CC3C2N3C1,-0.2323,-0.0937,0.1386,-6.321204972446,-2.549706870074,3.771498102372,3.771498102372
gdb 49118,N=C1NC(C=O)=CC1=O,-0.2503,-0.1236,0.1266,-6.811009920806001,-3.363327312072,3.444961470132,3.444961470132
gdb 49119,O=CC1=CC(=O)C(=O)C1,-0.2484,-0.1302,0.1183,-6.759308287368,-3.542922459804,3.219106966166,3.219106966166
gdb 49120,O=CC1=CC(=O)C(=O)N1,-0.2576,-0.1338,0.1238,-7.009653038752,-3.640883449476,3.368769589276,3.368769589276
gdb 49129,O=CC1=CC(=O)CC1=O,-0.2538,-0.1255,0.1283,-6.906249771876,-3.41502894551,3.491220826366,3.491220826366
gdb 49134,O=CC1=CC(=O)CNC1,-0.2279,-0.1023,0.1256,-6.201474873958,-2.783724789846,3.4177500841119994,3.4177500841119994
gdb 49206,O=CC1=CCC(=O)C1=O,-0.2418,-0.1088,0.133,-6.579713139636,-2.960598798976,3.61911434066,3.61911434066
gdb 49207,O=CC1=CNC(=O)C1=O,-0.2487,-0.1147,0.134,-6.767471703174,-3.121145976494,3.64632572668,3.64632572668
gdb 49699,O=C[C-]1C2C[NH2+]C12C=O,-0.2407,-0.1111,0.1296,-6.549780615014,-3.023184986822,3.526595628192,3.526595628192
gdb 50450,[NH2+]=C1NC[C-](C=O)C1=O,-0.1906,-0.0513,0.1393,-5.186490175412,-1.395944102826,3.790546072586,3.790546072586
gdb 50806,N=CNC(=N)C(=O)C#N,-0.2651,-0.1322,0.1329,-7.213738433902,-3.597345231844,3.616393202058,3.616393202058
gdb 50811,N=C(NC=O)C(=O)C=O,-0.2537,-0.1376,0.1161,-6.903528633273999,-3.744286716352,3.159241916922,3.159241916922
gdb 50813,N=CNC(=N)C(=O)C=O,-0.2443,-0.1286,0.1156,-6.647741604686,-3.499384242172,3.145636223912,3.145636223912
gdb 50814,N=CNC(=O)C(=O)C=O,-0.2496,-0.1288,0.1208,-6.791961950592,-3.504826519376,3.287135431216,3.287135431216
gdb 50815,N=COC(=O)C(=O)C=O,-0.2657,-0.1364,0.1293,-7.230065265514,-3.711633053128,3.518432212386,3.518432212386
gdb 50816,O=CNC(=O)C(=O)C=O,-0.2604,-0.1394,0.121,-7.085844919608,-3.793267211188,3.29257770842,3.29257770842
gdb 52386,O=CCNCC(=O)C=O,-0.2429,-0.1085,0.1344,-6.609645664258,-2.95243538317,3.657210281088,3.657210281088
gdb 52387,O=CCOCC(=O)C=O,-0.2465,-0.1131,0.1334,-6.70760665393,-3.077607758862,3.629998895068,3.629998895068
gdb 52510,CC#CC(=O)C(=O)C=O,-0.2476,-0.1273,0.1202,-6.737539178552,-3.464009440346,3.270808599604,3.270808599604
gdb 53779,CC(=O)C(=O)C(=O)C#C,-0.2497,-0.1112,0.1385,-6.794683089194,-3.025906125424,3.76877696377,3.76877696377
gdb 53780,CC(=O)C(=O)C(=O)C#N,-0.2734,-0.1415,0.1319,-7.439592937867999,-3.85041112183,3.589181816038,3.589181816038
gdb 53785,CC(=O)C(=O)C(=O)C=O,-0.248,-0.1195,0.1285,-6.74842373296,-3.25176062939,3.49666310357,3.49666310357
gdb 53787,NC(=O)C(=O)C(=O)C=O,-0.2506,-0.129,0.1216,-6.819173336612,-3.51026879658,3.308904540032,3.308904540032
gdb 53892,[O-]C(=O)C(=O)CNC=[NH2+],-0.1725,-0.0824,0.0901,-4.69396408845,-2.242218208048,2.451745880402,2.451745880402
gdb 54449,[O-]C(=O)C12CN1C(=[NH2+])C2,-0.2179,-0.0804,0.1376,-5.929361013758,-2.187795436008,3.744286716352,3.744286716352
gdb 54487,[O-]C(=O)C12CN1C=[NH+]C2,-0.1965,-0.0955,0.101,-5.34703735293,-2.59868736491,2.74834998802,2.74834998802
gdb 54618,NC(=[NH2+])C1=CC(=O)[CH-]N1,-0.1408,-0.0577,0.083,-3.831363151616,-1.570096973354,2.25854503966,2.25854503966
gdb 54619,NC(=[NH2+])C1=CC(=O)N[CH-]1,-0.1341,-0.0456,0.0886,-3.649046865282,-1.240839202512,2.410928801372,2.410928801372
gdb 54624,[O-]C(=O)C1=CC(=[NH2+])NC1,-0.1797,-0.0746,0.1051,-4.889886067794,-2.029969397092,2.859916670702,2.859916670702
gdb 54657,[O-]C(=O)C1=CNC(=[NH2+])C1,-0.1648,-0.0704,0.0944,-4.484436416096,-1.915681575808,2.568754840288,2.568754840288
gdb 55400,[O-]C(=O)C1CNC=[NH+]C1,-0.1657,-0.0595,0.1062,-4.508926663513999,-1.61907746819,2.889849195324,2.889849195324
gdb 55499,CC(=[NH2+])NC(=N)C([O-])=O,-0.211,-0.0716,0.1394,-5.741602450219999,-1.948335239032,3.793267211188,3.793267211188
gdb 55611,CC(=[NH2+])N[C-](C#N)C#N,-0.1848,-0.0488,0.136,-5.028664136495999,-1.327915637776,3.70074849872,3.70074849872
gdb 55619,NC(=[NH2+])C[C-](C#N)C#N,-0.1865,-0.05,0.1365,-5.07492349273,-1.360569301,3.71435419173,3.71435419173
gdb 57181,NC(=[NH2+])[C-](O)C(=O)C=O,-0.1833,-0.0737,0.1096,-4.987847057465999,-2.005479149674,2.982367907792,2.982367907792
gdb 57736,CC(N)=[NH+][C-](C#N)C#N,-0.1848,-0.0488,0.136,-5.028664136495999,-1.327915637776,3.70074849872,3.70074849872
gdb 57835,CN(C)C(=N)C(=O)C#N,-0.2497,-0.1137,0.136,-6.794683089194,-3.093934590474,3.70074849872,3.70074849872
gdb 57838,CC(C)C(=O)C(=O)C=O,-0.2449,-0.111,0.1339,-6.664068436298,-3.02046384822,3.643604588078,3.643604588078
gdb 57839,CC(O)C(=O)C(=O)C=O,-0.2602,-0.1248,0.1354,-7.080402642404,-3.395980975296,3.684421667108,3.684421667108
gdb 57840,CN(C)C(=N)C(=O)C=O,-0.2297,-0.1063,0.1234,-6.250455368793999,-2.8925703339260003,3.357885034868,3.357885034868
gdb 58180,CC(N(C)C)C(=O)C=O,-0.22,-0.0954,0.1246,-5.9865049244,-2.595966226308,3.390538698092,3.390538698092
gdb 60523,OC(C1CN1)C(=O)C=O,-0.2498,-0.1157,0.1342,-6.797404227795999,-3.148357362514,3.651768003884,3.651768003884
gdb 60718,CN(C=[NH2+])C(=N)C([O-])=O,-0.1989,-0.0746,0.1243,-5.412344679377999,-2.029969397092,3.382375282286,3.382375282286
gdb 60780,CN(C=[NH2+])[C-](C#N)C#N,-0.1834,-0.049,0.1343,-4.990568196068,-1.33335791498,3.654489142486,3.654489142486
gdb 61386,CN(CC(=O)C=O)C=O,-0.2475,-0.1133,0.1343,-6.73481803995,-3.083050036066,3.654489142486,3.654489142486
gdb 61435,NC(=[NH2+])CC(O)C([O-])=O,-0.1802,-0.0554,0.1248,-4.903491760804,-1.507510785508,3.395980975296,3.395980975296
gdb 61440,NC(CC([O-])=O)C(N)=[NH2+],-0.1732,-0.0481,0.1251,-4.713012058664,-1.308867667562,3.404144391102,3.404144391102
gdb 61757,OC(CC=O)C(=O)C=O,-0.2548,-0.1208,0.134,-6.933461157896001,-3.287135431216,3.64632572668,3.64632572668
gdb 63198,CC1(C)C=CC(=O)C1=O,-0.2299,-0.0921,0.1377,-6.255897645998,-2.506168652442,3.747007854954,3.747007854954
gdb 63199,CC1(O)C=CC(=O)C1=O,-0.2374,-0.0989,0.1385,-6.459983041148,-2.691206077378,3.76877696377,3.76877696377
gdb 64068,CC1(C)OCC(=O)C1=O,-0.2337,-0.0998,0.1339,-6.359300912874,-2.715696324796,3.643604588078,3.643604588078
gdb 66492,CC12C3C1C1=CC2C3C1,-0.188,-0.0703,0.1177,-5.11574057176,-1.912960437206,3.202780134554,3.202780134554
gdb 66493,CC12C3C1C1=CC2N3C1,-0.1926,-0.0872,0.1054,-5.240912947451999,-2.372832860944,2.868080086508,2.868080086508
gdb 66497,OC12C3C1C1=CC2C3C1,-0.1915,-0.0751,0.1164,-5.21098042283,-2.043575090102,3.167405332728,3.167405332728
gdb 66498,OC12C3C1C1=CC2N3C1,-0.1958,-0.093,0.1027,-5.327989382716,-2.53065889986,2.794609344254,2.794609344254
gdb 66499,OC12C3C1C1=NC2C3O1,-0.2087,-0.0709,0.1377,-5.679016262374,-1.929287268818,3.747007854954,3.747007854954
gdb 66500,CC12C3C1C1=CC3C2C1,-0.1882,-0.0696,0.1186,-5.121182848964,-1.893912466992,3.227270381972,3.227270381972
gdb 66501,CC12C3C1C1=CC3N2C1,-0.193,-0.0865,0.1065,-5.25179750186,-2.35378489073,2.89801261113,2.89801261113
gdb 66504,CC12C3N1C1C=C3CC21,-0.202,-0.0833,0.1188,-5.49669997604,-2.266708455466,3.232712659176,3.232712659176
gdb 66505,OC12C3C1C1=CC3C2C1,-0.1917,-0.0743,0.1174,-5.216422700034,-2.021805981286,3.194616718748,3.194616718748
gdb 66506,OC12C3C1C1=NC3C2O1,-0.2069,-0.0703,0.1366,-5.630035767538,-1.912960437206,3.717075330332,3.717075330332
gdb 66596,CC12C3C1C1C=C2CC31,-0.1897,-0.0704,0.1193,-5.161999927994,-1.915681575808,3.246318352186,3.246318352186
gdb 66598,CC12C3C1N1CC2=CC31,-0.1931,-0.0867,0.1064,-5.254518640462,-2.359227167934,2.895291472528,2.895291472528
gdb 66599,CC12C3C4C=C1CC4N23,-0.2011,-0.0789,0.1222,-5.472209728622,-2.146978356978,3.325231371644,3.325231371644
gdb 66600,CC12C3C4CC1=CC4N23,-0.2035,-0.084,0.1195,-5.53751705507,-2.2857564256800003,3.25176062939,3.25176062939
gdb 66601,OC12C3C1C1C=C2CC31,-0.1967,-0.0752,0.1215,-5.352479630134,-2.046296228704,3.30618340143,3.30618340143
gdb 66602,OC12C3C1C1N=C2NC31,-0.1913,-0.0775,0.1138,-5.205538145626,-2.10888241655,3.096655729076,3.096655729076
gdb 70164,CC12CN1CC(=O)C2=O,-0.2313,-0.0927,0.1386,-6.293993586426,-2.522495484054,3.771498102372,3.771498102372
gdb 71536,NC12CC3C1NC23C#N,-0.1378,-0.0659,0.0719,-3.749728993556,-1.793230338718,1.956498654838,1.956498654838
gdb 72317,NC12CN=C3OC1C23O,-0.1845,-0.0669,0.1175,-5.020500720689999,-1.820441724738,3.1973378573499995,3.1973378573499995
gdb 72319,OC12CN=C3NC1C23O,-0.1821,-0.0521,0.13,-4.955193394242,-1.417713211642,3.5374801826,3.5374801826
gdb 73783,NC1=C(N)C(=O)NC1=O,-0.2025,-0.0642,0.1383,-5.51030566905,-1.7469709824839998,3.763334686566,3.763334686566
gdb 74200,CC1=CC(=[NH2+])O[CH-]C1=O,-0.1745,-0.0584,0.1161,-4.748386860489999,-1.589144943568,3.159241916922,3.159241916922
gdb 74202,CC1=CC(=O)[CH-]OC1=[NH2+],-0.1754,-0.0626,0.1128,-4.772877107908,-1.703432764852,3.069444343056,3.069444343056
gdb 74242,NC1=[NH+][C-](C#N)C(=O)C1,-0.179,-0.0477,0.1313,-4.870838097579999,-1.2979831131539998,3.572854984426,3.572854984426
gdb 75170,NC1=[NH+]C[C-](C=O)C1=O,-0.1906,-0.0513,0.1393,-5.186490175412,-1.395944102826,3.790546072586,3.790546072586
gdb 75416,NC1=NCCC(=O)C1=O,-0.2409,-0.1021,0.1388,-6.555222892218,-2.778282512642,3.776940379576,3.776940379576
gdb 80156,CC1C2N1CC(=O)C2=O,-0.231,-0.0941,0.137,-6.28583017062,-2.560591424482,3.72795988474,3.72795988474
gdb 81904,CC1N2CC2C(=O)C1=O,-0.2305,-0.0921,0.1384,-6.27222447761,-2.506168652442,3.766055825168,3.766055825168
gdb 84062,CC1C=C(C)C(=O)C1=O,-0.2292,-0.0903,0.139,-6.236849675784,-2.457188157606,3.78238265678,3.78238265678
gdb 84063,CC1N=C(N)C(=O)C1=O,-0.2287,-0.1116,0.117,-6.223243982773999,-3.036790679832,3.1837321643400003,3.1837321643400003
gdb 84064,CN1C=C(C)C(=O)C1=N,-0.2155,-0.0769,0.1386,-5.864053687309999,-2.092555584938,3.771498102372,3.771498102372
gdb 84959,CC1N(C)CC(=O)C1=O,-0.2109,-0.0927,0.1182,-5.738881311618,-2.522495484054,3.216385827564,3.216385827564
gdb 84968,OC1CC(=O)C(=O)C1O,-0.2405,-0.1014,0.139,-6.544338337809999,-2.759234542428,3.78238265678,3.78238265678
gdb 85355,C[C-]1OC(=[NH2+])C=CC1=O,-0.1711,-0.0628,0.1083,-4.655868148022,-1.7088750420559995,2.9469931059659995,2.9469931059659995
gdb 86130,CC1OC(C)C(=O)C1=O,-0.2317,-0.0992,0.1325,-6.304878140833999,-2.699369493184,3.60550864765,3.60550864765
gdb 86531,CN1CC(C1)C(=O)C=O,-0.2231,-0.0978,0.1253,-6.070860221062,-2.661273552756,3.409586668306,3.409586668306
gdb 88935,CC1CN1CC(=O)C=O,-0.2217,-0.1002,0.1215,-6.032764280634,-2.726580879204,3.30618340143,3.30618340143
gdb 88938,CN1CC1CC(=O)C=O,-0.23,-0.099,0.131,-6.2586187846,-2.69392721598,3.56469156862,3.56469156862
gdb 94532,CN1CCC1C(=O)C=O,-0.2246,-0.09,0.1346,-6.111677300092,-2.4490247418,3.662652558292,3.662652558292
gdb 94534,OC1CNC1C(=O)C=O,-0.2394,-0.1044,0.1349,-6.514405813188,-2.840868700488,3.670815974098,3.670815974098
gdb 94535,OC1COC1C(=O)C=O,-0.253,-0.1145,0.1385,-6.88448066306,-3.11570369929,3.76877696377,3.76877696377
gdb 96613,C[NH+]=C(N)C#CC([O-])=O,-0.2015,-0.0767,0.1249,-5.48309428303,-2.087113307734,3.398702113898,3.398702113898
gdb 97325,NC=[NH+]CC(=O)C([O-])=O,-0.1725,-0.0824,0.0901,-4.69396408845,-2.242218208048,2.451745880402,2.451745880402
gdb 97358,NC=[NH+]C[C-](C#N)C#N,-0.174,-0.0606,0.1134,-4.73478116748,-1.649009992812,3.085771174668,3.085771174668
gdb 97432,CN=COCC(=O)C=O,-0.2503,-0.1124,0.1378,-6.811009920806001,-3.058559788648,3.749728993556,3.749728993556
gdb 97476,[NH3+]CC#CC#CC([O-])=O,-0.1791,-0.0726,0.1065,-4.873559236182,-1.975546625052,2.89801261113,2.89801261113
gdb 98011,CNC(=[NH2+])C#CC([O-])=O,-0.2015,-0.0767,0.1249,-5.48309428303,-2.087113307734,3.398702113898,3.398702113898
gdb 98058,CNC(=N)C(=O)C(C)=O,-0.2291,-0.1079,0.1212,-6.234128537181999,-2.936108551558,3.298019985624,3.298019985624
gdb 98059,CNC(=N)C(=O)C(N)=N,-0.2185,-0.0837,0.1348,-5.94568784537,-2.277593009874,3.668094835496,3.668094835496
gdb 98060,CNC(=N)C(=O)C(N)=O,-0.2276,-0.095,0.1326,-6.193311458152,-2.5850816719,3.608229786252,3.608229786252
gdb 98956,CNC(=N)NC(=O)C=O,-0.2278,-0.0987,0.1292,-6.198753735356,-2.685763800174,3.5157110737840003,3.5157110737840003
gdb 100076,CC(C)(C[NH3+])CC([O-])=O,-0.1478,-0.0425,0.1053,-4.021842853756,-1.15648390585,2.865358947906,2.865358947906
gdb 100443,CC(C[NH3+])C#CC([O-])=O,-0.1736,-0.0485,0.1251,-4.723896613072,-1.31975222197,3.404144391102,3.404144391102
gdb 100457,[NH3+]CC(O)C#CC([O-])=O,-0.161,-0.0492,0.1118,-4.38103314922,-1.338800192184,3.042232957036,3.042232957036
gdb 100710,CC(C[NH3+])C(O)C([O-])=O,-0.159,-0.0477,0.1113,-4.32661037718,-1.2979831131539998,3.028627264026,3.028627264026
gdb 101556,CCN(C)CC(=O)C=O,-0.2225,-0.0876,0.1349,-6.05453338945,-2.383717415352,3.670815974098,3.670815974098
gdb 102015,C[NH2+][C-](C=O)C(=O)C=O,-0.2123,-0.0852,0.1271,-5.776977252046,-2.318410088904,3.4585671631419994,3.4585671631419994
gdb 103798,CC1(C[NH3+])CC1C([O-])=O,-0.1488,-0.0441,0.1046,-4.049054239776,-1.200022123482,2.846310977692,2.846310977692
gdb 103799,CC1(C[NH3+])NC1C([O-])=O,-0.1527,-0.0511,0.1015,-4.155178645254,-1.390501825622,2.76195568103,2.76195568103
gdb 109099,CCC1=CCC(=O)C1=O,-0.2312,-0.0917,0.1395,-6.291272447823999,-2.495284098034,3.79598834979,3.79598834979
gdb 109102,CNC1=NCC(=O)C1=O,-0.2288,-0.1105,0.1183,-6.225965121376,-3.00685815521,3.219106966166,3.219106966166
gdb 109422,CNC1C(=O)C=CC1=O,-0.217,-0.0939,0.1232,-5.90487076634,-2.555149147278,3.352442757664,3.352442757664
gdb 111938,CCC1C=CC(=O)C1=O,-0.2311,-0.0929,0.1382,-6.288551309222,-2.527937761258,3.760613547964,3.760613547964
gdb 111941,CNC1C=CC(=O)C1=O,-0.2255,-0.0924,0.1331,-6.13616754751,-2.514332068248,3.621835479262,3.621835479262
gdb 111942,COC1C=CC(=O)C1=O,-0.2294,-0.0967,0.1328,-6.242291952987999,-2.631341028134,3.613672063456,3.613672063456
gdb 112955,[NH3+]CC1CC(C1)C([O-])=O,-0.1367,-0.0458,0.0909,-3.719796468934,-1.246281479716,2.473514989218,2.473514989218
gdb 113157,CC1(CC1C[NH3+])C([O-])=O,-0.1487,-0.0435,0.1052,-4.046333101174,-1.18369529187,2.862637809304,2.862637809304
gdb 113184,[NH3+]CC1CC1(O)C([O-])=O,-0.1689,-0.0428,0.126,-4.596003098778,-1.1646473216559998,3.42863463852,3.42863463852
gdb 113647,CCN1CC1C(=O)C=O,-0.2373,-0.0999,0.1374,-6.457261902546,-2.718417463398,3.738844439148,3.738844439148
gdb 115123,CCC1NCC(=O)C1=O,-0.2169,-0.092,0.1249,-5.902149627738,-2.50344751384,3.398702113898,3.398702113898
gdb 115124,CCC1OCC(=O)C1=O,-0.2363,-0.1017,0.1346,-6.430050516526,-2.767397958234,3.662652558292,3.662652558292
gdb 115131,COC1CCC(=O)C1=O,-0.2271,-0.0917,0.1354,-6.179705765142,-2.495284098034,3.684421667108,3.684421667108
gdb 115136,COC1OCC(=O)C1=O,-0.2397,-0.1041,0.1356,-6.522569228994,-2.832705284682,3.689863944312,3.689863944312
gdb 115143,OCC1OCC(=O)C1=O,-0.2454,-0.1105,0.135,-6.677674129308,-3.00685815521,3.6735371127,3.6735371127
gdb 116525,CCN=C(N)C(=O)C=O,-0.2395,-0.1017,0.1377,-6.51712695179,-2.767397958234,3.747007854954,3.747007854954
gdb 116639,CNC=[NH+][C-](C#N)C#N,-0.1816,-0.0479,0.1337,-4.941587701232,-1.303425390358,3.638162310874,3.638162310874
gdb 116799,CNC=[NH+]CCC([O-])=O,-0.1474,-0.0687,0.0787,-4.010958299348,-1.869422219574,2.141536079774,2.141536079774
gdb 116993,CNCC(=O)C#CC#N,-0.2415,-0.1078,0.1337,-6.57154972383,-2.9333874129560003,3.638162310874,3.638162310874
gdb 117020,CCNC(=N)C(=O)C#N,-0.2499,-0.1158,0.1341,-6.800125366398,-3.151078501116,3.649046865282,3.649046865282
gdb 117026,CNCC(=O)C(=O)C#N,-0.2414,-0.1361,0.1053,-6.568828585228,-3.703469637322,2.865358947906,2.865358947906
gdb 117031,CCCC(=O)C(=O)C=O,-0.2459,-0.1125,0.1334,-6.691279822318,-3.06128092725,3.629998895068,3.629998895068
gdb 117032,CCNC(=N)C(=O)C=O,-0.2324,-0.1211,0.1113,-6.323926111047999,-3.295298847022,3.028627264026,3.028627264026
gdb 117033,CCNC(=O)C(=O)C=O,-0.2442,-0.1177,0.1264,-6.645020466084,-3.202780134554,3.439519192928,3.439519192928
gdb 117036,COCC(=O)C(=O)C=O,-0.2478,-0.1304,0.1174,-6.742981455756,-3.548364737008,3.194616718748,3.194616718748
gdb 117037,OCCC(=O)C(=O)C=O,-0.2469,-0.1286,0.1183,-6.718491208338,-3.499384242172,3.219106966166,3.219106966166
gdb 117630,CC(C)(CC[NH3+])C([O-])=O,-0.1447,-0.0481,0.0966,-3.937487557094,-1.308867667562,2.628619889532,2.628619889532
gdb 119758,C[NH2+]CC1=CC(=O)[CH-]N1,-0.1701,-0.0892,0.081,-4.628656762002,-2.427255632984,2.20412226762,2.20412226762
gdb 121600,C[NH2+]CCC(=O)C([O-])=O,-0.149,-0.0438,0.1052,-4.05449651698,-1.191858707676,2.862637809304,2.862637809304
gdb 122806,OCCNCC(=O)C=O,-0.2224,-0.108,0.1145,-6.051812250847999,-2.93882969016,3.11570369929,3.11570369929
gdb 123519,C1=NC=C2N=CN=NN12,-0.245,-0.1083,0.1367,-6.666789574899999,-2.9469931059659995,3.719796468934,3.719796468934
gdb 125054,CC1=C(N)ON=NC1=N,-0.2098,-0.0731,0.1367,-5.708948786995999,-1.989152318062,3.719796468934,3.719796468934
gdb 125100,CC1=C([N-]N=N1)[NH+]=CN,-0.191,-0.0572,0.1337,-5.19737472982,-1.556491280344,3.638162310874,3.638162310874
gdb 125276,CC1=CC2=C(N1)ON=N2,-0.1954,-0.0634,0.132,-5.317104828308,-1.725201873668,3.59190295464,3.59190295464
gdb 125284,CC1=CC2=C(ON=N2)O1,-0.2135,-0.0771,0.1365,-5.80963091527,-2.097997862142,3.71435419173,3.71435419173
gdb 125361,CC1=CNC2=C1N=NO2,-0.1968,-0.066,0.1308,-5.355200768736,-1.79595147732,3.559249291416,3.559249291416
gdb 125389,CC1=COC2=C1N=NO2,-0.217,-0.0804,0.1366,-5.90487076634,-2.187795436008,3.717075330332,3.717075330332
gdb 125619,CC1=NNC(C[NH3+])=C1[O-],-0.2206,-0.0857,0.1349,-6.002831756011999,-2.332015781914,3.670815974098,3.670815974098
gdb 125630,CC1=N[N-]C(=N1)[NH+]=CN,-0.1831,-0.0566,0.1265,-4.982404780262,-1.540164448732,3.44224033153,3.44224033153
gdb 126081,CC1OC2=C(O1)N=NO2,-0.2232,-0.0875,0.1357,-6.073581359664,-2.38099627675,3.692585082914,3.692585082914
