smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_DFT(eV),Id,voc_pcbm(V),jsc_pcbm(A.m-2),pce_pcbm(%),voc_pcdtbt(V),jsc_pcdtbt(A.m-2),pce_pcdtbt(%),sas1(%),pce_pcbm_sas(%),pce_pcdtbt_sas(%)
gdb 24543,O1C=CN=C2C=CC=C12,-5.621872351732,-10.1272,-5.593090755871298,-2.223170237834,-8.3346,-2.2572536313774596,3.398702113898,1.792569048034,3.3358371244938385,24543,1.0218723517319999,3.0793485445386213,0.22722657191115944,2.976829762166,0.0,0.0,6.6444884859000375,-6.417261913988878,-6.6444884859000375
gdb 24545,O1C=CN=C2C=NC=C12,-5.967456954186,-10.3957,-5.920804086031602,-2.824541868876,-8.9626,-2.865838342830738,3.14291508531,1.433079206938,3.0549657432008637,24545,1.367456954186,6.304219493424224,0.6225132631416618,2.375458131124,0.0,0.0,6.267401947811024,-5.644888684669362,-6.267401947811024
gdb 24548,O1C=NC=C2C=CC=C12,-5.608266658722,-10.1633,-5.603034091238004,-1.9047970214,-8.0602,-1.9207286726882211,3.703469637322,2.103123399569,3.6823054185497828,24548,1.0082666587220002,1.2187921505691306,0.0887378033687609,3.2952029786,0.0,0.0,6.639275596087148,-6.550537792718387,-6.639275596087148
gdb 24550,O1C=NC=C2C=NC=C12,-5.981062647196,-10.3923,-5.960055182973786,-2.47623612782,-8.6614,-2.491377006834933,3.504826519376,1.730863194076,3.468678176138853,24550,1.3810626471959997,2.250156859675642,0.22440358589882625,2.72376387218,0.0,0.0,6.261891178580254,-6.037487592681428,-6.261891178580254
gdb 24760,O=C1C=CC2=C1C=CN2,-5.453161758408,-10.0781,-5.378249636889506,-2.032690535694,-8.4149,-2.117440785637244,3.420471222714,1.663230535426,3.260808851252262,24760,0.8531617584080002,2.8896978829362383,0.17802764199540502,3.1673094643060002,0.0,0.0,6.635938277999831,-6.457910636004425,-6.635938277999831
gdb 24761,O=C1C=CC2=C1C=CO2,-5.910313043544,-10.709,-5.814311587965552,-2.487120682228,-8.9742,-2.5941214315125056,3.423192361316,1.734837915706,3.220190156453046,24761,1.310313043544,2.8667462002248048,0.27124886456040687,2.7128793177720003,0.0,0.0,6.247684093900229,-5.976435229339822,-6.247684093900229
gdb 24762,O=C1C=CC2=C1N=CN2,-5.893986211931999,-10.5499,-5.814996418946676,-2.348342613526,-8.8039,-2.4370420732407965,3.545643598406,1.745955632663,3.37795434570588,24762,1.2939862119319991,1.9892761822061256,0.18587815397480004,2.8516573864740002,0.0,0.0,6.253621650461314,-6.067743496486514,-6.253621650461314
gdb 24763,O=C1C=CC2=C1N=CO2,-6.391954576098,-11.2221,-6.286011514892133,-2.805493898662,-9.371,-2.913729391972805,3.586460677436,1.851111303192,3.372282122919328,24763,1.7919545760979998,1.7561342559801583,0.22724185734518773,2.394506101338,0.0,0.0,5.82089300371553,-5.593651146370342,-5.82089300371553
gdb 24764,O=C1C=CC2=C1NC=C2,-5.589218688508,-10.2099,-5.540321060009245,-2.084392169132,-8.435,-2.146696563408363,3.504826519376,1.774874938739,3.393624496600882,24764,0.9892186885079999,2.250156859675642,0.1607343601610169,3.115607830868,0.0,0.0,6.624788277999831,-6.464053917838814,-6.624788277999831
gdb 24765,O=C1C=CC2=C1NC=N2,-5.953851261175999,-10.62,-5.891298937337647,-2.402765385566,-8.8654,-2.480041312977661,3.5538070142119995,1.754648750027,3.4112576243599864,24765,1.3538512611759994,1.9405157934366422,0.1897106686403108,2.797234614434,0.0,0.0,6.276508528289369,-6.086797859649058,-6.276508528289369
gdb 24766,O=C1C=CC2=C1OC=C2,-6.076302498266,-10.8632,-6.009243082721957,-2.53065889986,-8.9806,-2.6037833179590444,3.545643598406,1.88262610034,3.4054597647629126,24766,1.4763024982660002,1.9892761822061256,0.2120674707007545,2.66934110014,0.0,0.0,6.222321197972627,-6.010253727271873,-6.222321197972627
gdb 24767,O=C1C=CC2=C1OC=N2,-6.479031011362,-11.3107,-6.397158219666902,-2.862637809304,-9.4175,-2.9446455361864485,3.616393202058,1.89321871323,3.452512683480453,24767,1.8790310113620003,1.601264779758645,0.21727047718540907,2.337362190696,0.0,0.0,5.830805984484761,-5.613535507299352,-5.830805984484761
gdb 24768,O=C1C=CC2=CC=CN12,-5.845005717096,-10.5737,-5.839543668875174,-2.247660485252,-8.6211,-2.2921726497823505,3.597345231844,1.952597812056,3.5473710190928234,24768,1.245005717096,1.698307899976457,0.15268324963112967,2.952339514748,0.0,0.0,6.717626739538292,-6.564943489907162,-6.717626739538292
gdb 24770,O=C1C=CC2=NC=CN12,-6.307599279436,-11.0109,-6.283122727844319,-2.704811770388,-9.1697,-2.7617809542974876,3.6027875090479995,1.841158819204,3.521341773546831,24770,1.7075992794360004,1.6700491904340695,0.2059296328835164,2.4951882296120003,0.0,0.0,6.311518935529188,-6.105589302645671,-6.311518935529188
gdb 24846,N=C1NC(=N)N=CC=N1,-6.699443238124,-10.6724,-6.633666146934508,-2.955156521772,-9.0378,-2.7187352591374556,3.744286716352,1.634628741989,3.9149308877970523,24846,2.0994432381240005,1.0700307863056528,0.1622198627230506,2.2448434782280002,0.0,0.0,7.119598673010225,-6.9573788102871745,-7.119598673010225
gdb 24871,N=C1NC(=CC=N1)C#N,-6.334810665456,-10.5321,-6.366469433616619,-2.68032152297,-8.7163,-2.6579052076387324,3.654489142486,1.815783246376,3.708564225977887,24871,1.7348106654559998,1.4221707814470657,0.1781588720398992,2.5196784770300003,0.0,0.0,6.523299931004301,-6.345141058964402,-6.523299931004301
gdb 24872,N=C1NC(=CN=C1)C#C,-5.698064232588,-10.125,-5.69146938571593,-1.94561410043,-7.8099,-1.8879687347802947,3.749728993556,2.315095083567,3.8035006509356353,24872,1.0980642325880001,1.0515057967566983,0.083376380115749,3.25438589957,0.0,0.0,7.228197425608978,-7.144821045493229,-7.228197425608978
gdb 24873,N=C1NC(=CN=C1)C#N,-6.323926111047999,-10.5408,-6.320422558105062,-2.574197117492,-8.5855,-2.511741988993237,3.749728993556,1.955311150331,3.8086805691118255,24873,1.7239261110479995,1.0515057967566983,0.13089827940888132,2.625802882508,0.0,0.0,6.578293596162672,-6.4473953167537905,-6.578293596162672
gdb 25164,N=C1NC=CN=C1C#N,-6.236849675784,-10.508,-6.209645720659313,-2.566033701686,-8.4792,-2.4334408521648676,3.670815974098,2.028845551206,3.776204868494445,25164,1.6368496757839999,1.351170627847177,0.15970650719389076,2.633966298314,0.0,0.0,6.449178211547288,-6.289471704353398,-6.449178211547288
gdb 25197,N=C1NC=CN=CC1=O,-6.266782200406,-10.3037,-6.025657265097987,-2.636783305338,-8.2771,-2.0787832407327524,3.629998895068,2.026593418168,3.9468740243652345,25197,1.6667822004060004,1.5350700152266699,0.18476115212790453,2.563216694662,0.0,0.0,6.857657508769061,-6.672896356641156,-6.857657508769061
gdb 25304,O=CC(=O)N1C=CC=C1,-6.329368388252,-10.9837,-6.378473291573404,-2.77556137404,-9.2069,-2.595781085329346,3.5538070142119995,1.776783549955,3.782692206244058,25304,1.7293683882520001,1.9405157934366422,0.24233063311232791,2.42443862596,0.0,0.0,6.579529816461369,-6.337199183349041,-6.579529816461369
gdb 25305,O=CC(=O)N1C=CN=C1,-6.91169204908,-11.1236,-6.89542558383241,-3.126588253698,-9.5765,-3.0134720923222287,3.785103795382,1.547088771019,3.8819534915101817,25305,2.3116920490800004,0.9380872659757545,0.1565946206667202,2.0734117463020003,0.0,0.0,6.177176812945889,-6.020582192279169,-6.177176812945889
gdb 25328,N=C1C=C(NC=N1)C=O,-6.220522844172,-10.0579,-6.23185278785185,-2.459909296208,-8.8597,-2.5511356564437446,3.760613547964,1.198276463907,3.6807171314081057,25328,1.6205228441719999,1.0153351445437857,0.1188141582921367,2.740090703792,0.0,0.0,6.937057508769061,-6.818243350476925,-6.937057508769061
gdb 25330,N=C1C=CNC(C=O)=N1,-6.046369973644,-9.9547,-6.061467998596244,-2.47623612782,-8.8977,-2.4495144915409677,3.5701338458240004,1.05701392965,3.6119535070552766,25330,1.4463699736440006,1.846235173618167,0.1928279735310101,2.72376387218,0.0,0.0,6.9326652010767535,-6.739837227545744,-6.9326652010767535
gdb 25340,N=C1OC=CC(C=O)=C1,-6.307599279436,-10.9362,-6.26265435695095,-2.51705320685,-8.8492,-2.5226024477566376,3.790546072586,2.087006587205,3.7400519091943125,25340,1.7075992794360004,0.9216712016711172,0.11364899506349929,2.68294679315,0.0,0.0,6.83333827799983,-6.71968928293633,-6.83333827799983
gdb 25341,N=C1OC=CC(C=O)=N1,-6.753866010164,-11.0329,-6.744683841476258,-3.036790679832,-9.3915,-2.9819546414463223,3.71435419173,1.641463304534,3.7627292000299355,25341,2.153866010164,1.1773746219737515,0.18312050290981824,2.1632093201680003,0.0,0.0,6.5486098857554325,-6.365489382845614,-6.5486098857554325
gdb 25382,N=C1NC(C=O)=CN=C1,-6.103513884286,-10.4591,-6.126113681042146,-2.718417463398,-8.9767,-2.719115711917451,3.385096420888,1.482412207821,3.406997969124695,25382,1.5035138842860005,3.203489817853336,0.3478038699899811,2.481582536602,0.0,0.0,6.988995970307522,-6.641192100317541,-6.988995970307522
gdb 25383,N=C1NC(C=O)=NC=C1,-6.253176507396,-10.5844,-6.259191382074569,-2.672158107164,-9.0299,-2.7116807497448696,3.581018400232,1.554476817507,3.547510632329699,25383,1.6531765073959999,1.7857137088976134,0.2131742172226608,2.5278418928360002,0.0,0.0,6.9716267395382925,-6.758452522315632,-6.9716267395382925
gdb 25384,N=C1NC(C=O)=NC=N1,-6.778356257582,-10.7077,-6.811144181809748,-3.107540283484,-9.5178,-3.1942433471683676,3.670815974098,1.189963789936,3.6169008346413807,25384,2.178356257582,1.351170627847177,0.21254100145497146,2.092459716516,0.0,0.0,6.548438845031451,-6.33589784357648,-6.548438845031451
gdb 25385,N=C1OC(C=O)=CC=C1,-6.342974081262,-10.8957,-6.244076213484335,-2.568754840288,-8.9747,-2.626515568223467,3.774219240974,1.921004095854,3.617560645260868,25385,1.7429740812619998,0.9717278234096287,0.12230358466106675,2.6312451597120003,0.0,0.0,6.861057508769061,-6.738753924107995,-6.861057508769061
gdb 25386,N=C1OC(C=O)=CC=N1,-6.835500168223999,-11.0469,-6.787897358766949,-3.110261422086,-9.5171,-3.1491266919281204,3.725238746138,1.529831087446,3.638770666838828,25386,2.235500168223999,1.1372491682491812,0.18358363041651957,2.0897385779140003,0.0,0.0,6.527030247746382,-6.343446617329863,-6.527030247746382
gdb 25400,N=C1NC=CN=C1C=O,-6.059975666654,-10.2987,-6.035994822164019,-2.416371078576,-8.6704,-2.463313146691637,3.643604588078,1.628347438852,3.5726816754723822,25400,1.4599756666540002,1.4713783962236355,0.15512207724695498,2.783628921424,0.0,0.0,6.957607508769062,-6.802485431522107,-6.957607508769062
gdb 25531,[NH2+]=CNC1=COC(=O)[N-]1,-4.201438001488,-9.3039,-4.412195676402582,-1.52383761712,-7.4052,-1.4239283804409046,2.677600384368,1.898698214263,2.988267295961677,25531,0.0,20.10485495300856,0.0,3.6761623828800003,0.0,0.0,7.493972893384445,-7.493972893384445,-7.493972893384445
gdb 25821,NC(=[NH2+])C1=NC=C([O-])N1,-5.053154383914,-9.3018,-4.637117368711841,-1.311588806164,-7.1395,-0.972369394692171,3.74156557775,2.162387155668,3.6647479740196705,25821,0.4531543839140005,1.0794050437001892,0.035321102253623206,3.888411193836,0.0,0.0,7.486681701799869,-7.451360599546246,-7.486681701799869
gdb 25860,NC(=[NH2+])C1=CNC(=O)[N-]1,-4.302120129762,-8.8243,-4.081118840543311,-1.308867667562,-7.0633,-1.0581852571920263,2.9932524622,1.761030649007,3.022933583351285,25860,0.0,9.34147993333813,0.0,3.8911323324380005,0.0,0.0,7.803846074269504,-7.803846074269504,-7.803846074269504
gdb 26187,CC([NH3+])C1=CC([O-])=CO1,-4.971520225853999,-7.5921,-2.7905632911444065,-2.824541868876,-5.029,-0.8016655707116773,2.146978356978,2.563144792465,1.9888977204327292,26187,0.37152022585399963,60.170473956117185,1.6142452368570301,2.375458131124,0.0,0.0,6.396644776263997,-4.782399539406967,-6.396644776263997
gdb 26539,CC1=C([O-])C(=[NH2+])C=CO1,-4.7619925535,-9.4264,-4.729956081424293,-1.175531876064,-7.259,-1.1540954096516556,3.586460677436,2.167366994058,3.575860671772637,26539,0.16199255350000002,1.7561342559801583,0.020542646127552577,4.024468123936001,0.0,0.0,7.542413475348333,-7.521870829220781,-7.542413475348333
gdb 26861,CC1=C(N)N=CC(=N)O1,-5.371527600347999,-9.7534,-5.066891082258798,-1.7769035071059998,-7.8296,-1.6858366619733394,3.594624093242,1.92381981107,3.3810544202854587,26861,0.7715276003479994,1.7125997726568625,0.09541375068050503,3.4230964928940004,0.0,0.0,7.022247162027506,-6.926833411347001,-7.022247162027506
gdb 26863,CC1=C(N)N=CC(=O)O1,-5.771534974842,-10.2113,-5.492398526405939,-2.049017367306,-8.1663,-1.9679996948147673,3.722517607536,2.045032563175,3.5243988315911716,26863,1.171534974842,1.1471613848286955,0.09704728659833138,3.1509826326940003,0.0,0.0,6.309656600585293,-6.212609313986961,-6.309656600585293
gdb 26877,CC1=C(O)N=CC(=N)N1,-4.990568196068,-9.7155,-4.91552537348471,-1.4802993994879998,-7.5192,-1.320817848172785,3.51026879658,2.196351037511,3.594707525311925,26877,0.3905681960679999,2.213670112989405,0.06243288394195948,3.7197006005120006,0.0,0.0,7.302776993171973,-7.240344109230013,-7.302776993171973
gdb 26878,CC1=C(O)N=CC(=N)O1,-5.589218688508,-10.16,-5.551073852014942,-1.989152318062,-8.1741,-1.8580452194516364,3.600066370446,1.985895154714,3.6930286325633057,26878,0.9892186885079999,1.6841246151458826,0.1203012542360771,3.210847681938,0.0,0.0,6.914515367324627,-6.79421411308855,-6.914515367324627
gdb 26880,CC1=C(O)N=CC(=O)O1,-6.06813908246,-10.7791,-6.0798224384607895,-2.27215073267,-8.5658,-2.168485842738001,3.79598834979,2.213330113984,3.9113365957227884,26880,1.4681390824600002,0.9055194410888519,0.09599941751135027,2.92784926733,0.0,0.0,6.1574575087690615,-6.061458091257712,-6.1574575087690615
gdb 26905,NC1=C(O)N=CC(=N)O1,-5.009616166282,-9.7245,-4.803612567967485,-1.5129530627119998,-7.629,-1.42748500593751,3.49666310357,2.095494008102,3.376127562029975,26905,0.4096161662820002,2.3059080077031666,0.06820601640998478,3.6870469372880006,0.0,0.0,6.8453175919291445,-6.77711157551916,-6.8453175919291445
gdb 26907,NC1=C(O)N=CC(=O)O1,-5.357921907338,-10.2096,-5.223703512247316,-1.7687400913,-7.9562,-1.6836860038443158,3.59190295464,2.253381656801,3.5400175084030003,26907,0.7579219073379997,1.7270009649701545,0.09451933548450103,3.4312599087000004,0.0,0.0,6.135094501140047,-6.040575165655547,-6.135094501140047
gdb 26912,NC1=C(O)OC(=N)C=N1,-5.053154383914,-10.0306,-5.218095621460868,-1.5864238049659998,-7.9022,-1.5577728863050473,3.4667305789480003,2.128374855155,3.6603227351558205,26912,0.4531543839140005,2.5211784690797954,0.08249989475751887,3.6135761950340006,0.0,0.0,6.807192020203572,-6.724692125446053,-6.807192020203572
gdb 26915,NC1=C(O)OC(=O)C=N1,-5.431392649592,-10.4636,-5.617559453605955,-1.942892961828,-8.3182,-1.9595535764892356,3.491220826366,2.145427824339,3.65800587711672,26915,0.8313926495920005,2.3437664304222854,0.14070972987104108,3.257107038172,0.0,0.0,6.0936049083798665,-5.952895178508825,-6.0936049083798665
gdb 26921,OC1=C(O)N=CC(=N)N1,-4.919818592415999,-9.7644,-4.850746545374493,-1.295261974552,-7.5405,-1.25127325026122,3.624556617864,2.223875301562,3.599473295113273,26921,0.31981859241599936,1.5612427541935827,0.03605601805010552,3.904738025448,0.0,0.0,7.116081001492553,-7.080024983442447,-7.116081001492553
gdb 26922,OC1=C(O)N=CC(=N)O1,-5.36064304594,-10.3783,-5.356429873492339,-1.78234578431,-8.2272,-1.8205366756758306,3.57829726163,2.151106608198,3.5358931978165087,26922,0.76064304594,1.8006726190219757,0.09890523497021403,3.4176542156900003,0.0,0.0,6.681777771986848,-6.582872537016634,-6.681777771986848
gdb 27294,CC1=CC(=[NH2+])C([O-])=CO1,-4.821857602744,-9.4988,-4.761798333564502,-1.161926183054,-7.2535,-1.148130903967419,3.662652558292,2.245269443613,3.6136674295970828,27294,0.2218576027440003,1.3862557704463547,0.022208606135762164,4.038073816946,0.0,0.0,7.545868090732948,-7.523659484597186,-7.545868090732948
gdb 27431,NC1=CC(=N)C=NC=N1,-5.79602522226,-10.0175,-5.744446274442376,-2.09527672354,-7.9677,-1.7515310103827673,3.703469637322,2.049811418632,3.992915264059609,27431,1.19602522226,1.2187921505691306,0.10526248198220883,3.10472327646,0.0,0.0,7.034057379158947,-6.928794897176738,-7.034057379158947
gdb 27438,NC1=CC(=O)N=CC=N1,-6.296714725028,-10.2916,-6.1310896479168155,-2.522495484054,-8.5713,-2.2834718900761866,3.771498102372,1.720278769087,3.847617757840629,27438,1.6967147250280001,0.9803092538672686,0.12010899977410128,2.677504515946,0.0,0.0,6.396630585692138,-6.276521585918037,-6.396630585692138
gdb 28830,NC1=CC=CC(=O)C=N1,-5.698064232588,-10.0339,-5.575965552600306,-2.02724825849,-7.9242,-1.725719238603428,3.670815974098,2.109713881563,3.850246313996878,28830,1.0980642325880001,1.351170627847177,0.10713751290397135,3.1727517415100004,0.0,0.0,6.8012059932978435,-6.694068480393872,-6.8012059932978435
gdb 28836,NC1=CN=CC(=N)C=N1,-5.581055272702,-9.7086,-5.406528283567499,-1.989152318062,-8.113,-2.020032891396043,3.59190295464,1.595547160029,3.3864953921714562,28836,0.9810552727019999,1.7270009649701545,0.12234597199471908,3.210847681938,0.0,0.0,7.034057379158947,-6.911711407164228,-7.034057379158947
gdb 28839,NC1=CN=CC(=O)C=N1,-5.970178092788,-10.091,-5.832939495540763,-2.370111722342,-8.1521,-2.012908363407433,3.6027875090479995,1.938935986934,3.82003113213333,28839,1.3701780927880003,1.6700491904340695,0.16523798939881476,2.829888277658,0.0,0.0,6.440672893384445,-6.27543490398563,-6.440672893384445
gdb 28851,OC1=CC=CC(=O)C=N1,-6.23140739858,-10.5121,-6.177671252266044,-2.443582464596,-8.4322,-2.118190281200751,3.787824933984,2.07988801071,4.059480971065293,28851,1.6314073985800002,0.9298459552739311,0.10954108870200187,2.756417535404,0.0,0.0,6.670742124153676,-6.561201035451674,-6.670742124153676
gdb 29051,NC1=CN=CC=NC1=N,-5.760650420434,-9.7384,-5.617840914156303,-2.242218208048,-8.0378,-1.937254791333699,3.5211533509879995,1.700646503155,3.6805861228226036,29051,1.1606504204339998,2.1422989178266127,0.17954988058028595,2.957781791952,0.0,0.0,7.034224243064272,-6.854674362483986,-7.034224243064272
gdb 29052,NC1=CN=CC=NC1=O,-6.212359428366,-10.1404,-5.983606983114776,-2.508889791044,-8.2335,-2.0057971909241115,3.703469637322,1.906845900607,3.9778097921906648,29052,1.6123594283659999,1.2187921505691306,0.14190416064681075,2.691110208956,0.0,0.0,6.358065201076753,-6.2161610404299426,-6.358065201076753
gdb 29053,NC1=CN=CN=CC1=N,-5.679016262374,-9.8098,-5.50295229954734,-2.084392169132,-7.9289,-1.794949132510049,3.594624093242,1.880827652851,3.7080031670372913,29053,1.0790162623739998,1.7125997726568625,0.1334404480046158,3.115607830868,0.0,0.0,7.025344953123444,-6.891904505118828,-7.025344953123444
gdb 29054,NC1=CN=CN=CC1=O,-6.103513884286,-10.2475,-5.875952568368361,-2.359227167934,-8.301,-2.0594729053879384,3.747007854954,1.946521102081,3.8164796629804227,29054,1.5035138842860005,1.060731214543386,0.1151639126122089,2.8407728320660004,0.0,0.0,6.388026739538292,-6.272862826926083,-6.388026739538292
gdb 29144,CC1=NC(N)=COC1=N,-5.311662551104,-9.7884,-5.116446181419194,-1.534722171528,-7.6048,-1.4764369818501444,3.776940379576,2.183547278145,3.64000919956905,29144,0.711662551104,0.9632154049268533,0.04949953874037548,3.665277828472,0.0,0.0,6.909147724879289,-6.859648186138913,-6.909147724879289
gdb 29558,CC1=COC=C([O-])C1=[NH2+],-4.91165517661,-9.5691,-4.86326655456489,-1.213627816492,-7.3442,-1.2081291210410707,3.698027360118,2.224876860439,3.6551374335238194,29558,0.31165517661000025,1.2399969399499469,0.02790606345965594,3.986372183508,0.0,0.0,7.546224629194486,-7.51831856573483,-7.546224629194486
gdb 29564,NC1=COC=C([O-])C1=[NH2+],-4.895328344998,-9.4487,-4.850926375958701,-1.295261974552,-7.3708,-1.3019684624470733,3.600066370446,2.077955811054,3.548957913511628,29564,0.29532834499800026,1.6841246151458826,0.03591558745044574,3.904738025448,0.0,0.0,7.48798979896586,-7.452074211515415,-7.48798979896586
gdb 29822,CN1C=C(N)N=CC1=O,-5.262682056268,-9.8304,-5.086192023207268,-1.532001032926,-7.6272,-1.485275925145475,3.730681023342,2.203236378573,3.6009160980617927,29822,0.662682056268,1.117659676175806,0.053483326681574093,3.6679989670740003,0.0,0.0,6.748308859963717,-6.694825533282143,-6.748308859963717
gdb 29825,CN1C=C(O)N=CC1=N,-5.023221859292,-9.7413,-5.0108374574410774,-1.4802993994879998,-7.5716,-1.376849385468529,3.545643598406,2.169620369371,3.6339880719725484,29825,0.4232218592919999,1.9892761822061256,0.060794850209048124,3.7197006005120006,0.0,0.0,7.217653541014374,-7.1568586908053256,-7.217653541014374
gdb 30457,CN=C1NC=C(O)C=N1,-5.004173889078,-9.7073,-4.968890380099991,-1.425876627448,-7.5924,-1.3872029783079447,3.57829726163,2.114875894013,3.581687401792046,30457,0.4041738890780005,1.8006726190219757,0.05255410363830252,3.7741233725520003,0.0,0.0,7.243032527881165,-7.190478424242863,-7.243032527881165
gdb 30458,CN=C1NC=C(O)N=C1,-4.96607794865,-9.5686,-4.932455056660621,-1.61907746819,-7.6304,-1.5140843647955655,3.34700048046,1.938214008428,3.4183706918650554,30458,0.36607794864999993,3.575342572934545,0.09451371814962183,3.58092253181,0.0,0.0,7.308018268969345,-7.2135045508197235,-7.308018268969345
gdb 30464,CN=C1OC=C(N)N=C1,-5.311662551104,-9.6793,-5.099176465218273,-1.665336824424,-7.9298,-1.8469581674808562,3.64632572668,1.749500864889,3.2522182977374166,30464,0.711662551104,1.4589330085109447,0.07497441445081973,3.534663175576,0.0,0.0,7.0646163927967365,-6.989641978345917,-7.0646163927967365
gdb 30466,CN=C1OC=C(O)N=C1,-5.651804876353999,-9.9418,-5.610122055651464,-1.923844991614,-8.2824,-2.0300095870062007,3.72795988474,1.659365690972,3.5801124686452637,30466,1.0518048763539996,1.127415450229061,0.08562937639453776,3.2761550083860005,0.0,0.0,6.953913000460721,-6.8682836240661835,-6.953913000460721
gdb 30538,NC=[NH+]C1=CC=C([O-])O1,-4.53069577233,-8.7106,-3.7238194924322703,-1.6381254384039998,-7.0815,-1.0096165393007974,2.8925703339260003,1.629122840128,2.7142029531314726,30538,0.0,12.039809646605612,0.0,3.5618745615960004,0.0,0.0,7.6462331188039165,-7.6462331188039165,-7.6462331188039165
gdb 30540,NC=[NH+]C1=CN=C(O)[N-]1,-4.253139634926,-8.9265,-4.111941149960918,-1.366011578204,-6.9398,-0.94849115176855,2.887128056722,1.98670547527,3.1634499981923683,30540,0.0,12.203072259006715,0.0,3.8339884217959996,0.0,0.0,7.897542586259538,-7.897542586259538,-7.897542586259538
gdb 30546,NC=[NH+]C1=C[N-]C(=N)O1,-4.525253495126,-8.7434,-3.7764256857258838,-1.7469709824839998,-7.1932,-1.101844659022084,2.778282512642,1.550179138721,2.6745810267038,30546,0.0,15.890846845966824,0.0,3.453029017516,0.0,0.0,7.979543769691491,-7.979543769691491,-7.979543769691491
gdb 30549,NC=[NH+]C1=COC(=O)[N-]1,-4.201438001488,-9.1,-4.177296493147456,-1.52383761712,-7.5598,-1.5700354385336004,2.677600384368,1.540280743997,2.607261054613856,30549,0.0,20.10485495300856,0.0,3.6761623828800003,0.0,0.0,7.5158190472306,-7.5158190472306,-7.5158190472306
gdb 30552,NC=[NH+]C1=COC([O-])=N1,-4.195995724284,-9.1001,-4.177353716597098,-1.953777516236,-7.5598,-1.5702119474047602,2.24493934665,1.540248780637,2.6071417691923378,30552,0.0,50.0464547710689,0.0,3.246222483764,0.0,0.0,7.318453662615214,-7.318453662615214,-7.318453662615214
gdb 30706,CC1=C(C[NH3+])OC=C1[O-],-4.92526086962,-7.5595,-2.969487036284388,-2.827263007478,-5.0945,-0.940298240738882,2.100719000744,2.464995325627,2.029188795545506,30706,0.32526086961999995,65.45235772854934,1.5373074551422559,2.3727369925220003,0.0,0.0,7.619212279138768,-6.0819048239965126,-7.619212279138768
gdb 30762,NC1=COC(C[NH3+])=C1[O-],-5.801467499464,-9.5072,-4.874231070234691,-2.087113307734,-5.2739,0.9968341380587908,3.71435419173,4.233306403908,5.871065208293482,30762,1.2014674994639998,1.1773746219737515,0.10214810563582694,3.112886692266,0.0,0.0,7.547357790631765,-7.445209684995938,-7.547357790631765
gdb 31171,NC1=COC([O-])=C1C[NH3+],-5.205538145626,-9.4329,-4.56629971917617,-1.542885587334,-5.0338,1.445198988090267,3.65993141969,4.399076353479,6.011498707266437,31171,0.6055381456260001,1.3981343826783799,0.06113558068422156,3.657114412666,0.0,0.0,7.506020427994401,-7.444884847310179,-7.506020427994401
gdb 32344,CNC1=CNC(=O)C=N1,-5.151115373585999,-9.6995,-4.964303501053472,-1.532001032926,-7.67,-1.5006673595329243,3.61911434066,2.029472751576,3.4636361415205474,32344,0.5511153735859995,1.5878214583693946,0.06318992094184231,3.6679989670740003,0.0,0.0,6.8962100138098705,-6.833020092868028,-6.8962100138098705
gdb 32347,CNC1=COC(=N)C=N1,-5.34703735293,-9.7738,-5.1334169013573145,-1.752413259688,-7.9001,-1.6626180267580437,3.594624093242,1.873688808725,3.4707988745992706,32347,0.7470373529300003,1.7125997726568625,0.09238507567239013,3.4475867403120004,0.0,0.0,7.16215748097685,-7.06977240530446,-7.16215748097685
gdb 32350,CNC1=COC(=O)C=N1,-5.684458539578,-10.1361,-5.460674154270717,-2.141536079774,-8.2892,-2.048819875853507,3.542922459804,1.8469192449,3.41185427841721,32350,1.0844585395780004,2.0057749745528928,0.15707200249554956,3.058463920226,0.0,0.0,6.543999110706751,-6.386927108211201,-6.543999110706751
gdb 32352,COC1=CNC(=N)C=N1,-5.009616166282,-9.7746,-4.993929140521868,-1.534722171528,-7.6126,-1.4157564807362422,3.4748939947540003,2.161960880668,3.5781726597856265,32352,0.4096161662820002,2.4607375087298893,0.0727856889088444,3.665277828472,0.0,0.0,7.2056850607141865,-7.132899371805342,-7.2056850607141865
gdb 32357,COC1=COC(=N)C=N1,-5.640920321946,-10.4586,-5.585193299313819,-1.978267763654,-8.2851,-1.9490031794288083,3.65993141969,2.173541373454,3.6361901198850113,32357,1.0409203219460001,1.3981343826783799,0.10509208839748309,3.221732236346,0.0,0.0,6.826006491584982,-6.720914403187499,-6.826006491584982
gdb 32360,COC1=COC(=O)C=N1,-6.130725270306,-10.9609,-6.120878495200981,-2.364669445138,-8.7605,-2.3688581424996262,3.766055825168,2.200392280102,3.7520203527013547,32360,1.530725270306,0.9976811543354851,0.11027895440492108,2.8353305548620003,0.0,0.0,6.149592124153678,-6.039313169748756,-6.149592124153678
gdb 32866,C[NH2+]CC1=CC([O-])=CO1,-5.175605621004,-7.6597,-2.753077246576705,-2.985089046394,-5.1637,-0.5333337788755703,2.19051657461,2.496004176394,2.219743467701135,32866,0.5756056210040004,55.49629966284114,2.3067082666597876,2.214910953606,0.0,0.0,7.751074866551356,-5.444366599891568,-7.751074866551356
